AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Lina Cao, Thomas J. Cova, Philip E. Dennison, M. Denise Dearing",2011,Using MODIS satellite imagery to predict hantavirus risk,GLOBAL ECOLOGY AND BIOGEOGRAPHY,620-629,620-629,10.1111/j.1466-8238.2010.00630.x,"Aims   Sin Nombre virus (SNV), a strain of hantavirus, causes hantavirus   pulmonary syndrome (HPS) in humans, a deadly disease with high mortality   rate (> 50\%). The primary virus host is the deer mouse, and greater   abundance of deer mice has been shown to increase the human risk of HPS.   Our aim is to identify and compare vegetation indices and associated   time lags for predicting hantavirus risk using remotely sensed imagery.   Location   Utah, USA.   Methods   A 5-year time-series of moderate-resolution imaging spectroradiometer   (MODIS) satellite imagery and corresponding field data was utilized to   compare various vegetation indices that measure productivity with the   goal of indirectly estimating mouse abundance and SNV prevalence.   Relationships between the vegetation indices and deer mouse density, SNV   prevalence and the number of infected deer mice at various time lags   were examined to assess which indices and associated time lags might be   valuable in predicting SNV outbreaks.   Results   The results reveal varying levels of positive correlation between the   vegetation indices and deer mouse density as well as the number of   infected deer mice. Among the vegetation indices, the normalized   difference vegetation index (NDVI) and the enhanced vegetation index   (EVI) produced the highest correlations with deer mouse density and the   number of infected deer mice using a time lag of 1.0 to 1.3 years for   May and June imagery.   Main conclusions   This study demonstrates the potential for using MODIS time-series   satellite imagery in estimating deer mouse abundance and predicting   hantavirus risk. The 1-year time lag provides a great opportunity to   apply satellite imagery to predict upcoming SNV outbreaks, allowing   preventive strategies to be adopted. Analysis of different predictive   indices and lags could also be valuable in identifying the time windows   for data collection for practical uses in monitoring rodent abundance   and subsequent disease risk to humans.",1218,Y,ER,no,data on PP but not on ecosystem processes affected by PP,
"Steven C. Pennings, Juliet C. Simpson",2008,"Like herbivores, parasitic plants are limited by host nitrogen content",PLANT ECOLOGY,245-250,245-250,10.1007/s11258-007-9348-z,"Herbivores generally benefit from increased plant nitrogen content,   because the nitrogen content of animals is much higher than that of   plants. Consequently, high plant nitrogen alleviates the profound   stoichiometric imbalance that herbivores face in their diets. Parasitic   plants provide the opportunity to test this generalization for consumers   across kingdoms. We fertilized two microhabitats in a California salt   marsh that were dominated by Salicornia virginica or a mixture of S.   virginica and Jaumea carnosa. The nitrogen content of both host plants   and of the holoparasite Cuscuta salina (dodder) increased in fertilized   plots in both microhabitats. Cuscuta preferred to attack Jaumea,   although Jaumea had lower nitrogen content than Salicornia. When host   nitrogen content was altered by fertilizing plots, however, the percent   cover of the parasite doubled. Although parasitic plants and their hosts   have similar tissue nitrogen contents, suggesting no stoichiometric   imbalance between host and consumer, parasitic plants do not feed on   host tissue, but on host xylem and phloem, which are very low in   nitrogen. Consequently, parasitic plants face the same dietary   stoichiometric constraints as do herbivores, and both herbivores and   holoparasitic plants may respond positively to increases in host   nitrogen status.",1219,N,ER,,,
"Dirk Sanders, Rachel Kehoe, F. J. Frank van Veen, Ailsa McLean, H. Charles J. Godfray, Marcel Dicke, Rieta Gols, Enric Frago",2016,Defensive insect symbiont leads to cascading extinctions and community   collapse,ECOLOGY LETTERS,789-799,789-799,10.1111/ele.12616,"Animals often engage in mutualistic associations with microorganisms   that protect them from predation, parasitism or pathogen infection.   Studies of these interactions in insects have mostly focussed on the   direct effects of symbiont infection on natural enemies without studying   community-wide effects. Here, we explore the effect of a defensive   symbiont on population dynamics and species extinctions in an   experimental community composed of three aphid species and their   associated specialist parasitoids. We found that introducing a bacterial   symbiont with a protective (but not a non-protective) phenotype into one   aphid species led to it being able to escape from its natural enemy and   increase in density. This changed the relative density of the three   aphid species which resulted in the extinction of the two other   parasitoid species. Our results show that defensive symbionts can cause   extinction cascades in experimental communities and so may play a   significant role in the stability of consumer-herbivore communities in   the field.",1220,N,ER,,,
"Solne Connan, Eric Deslandes, Erwan Ar Gall",2007,Influence of day-night and tidal cycles on phenol content and   antioxidant capacity in three temperate intertidal brown seaweeds,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,359-369,359-369,10.1016/j.jembe.2007.05.028,"The daily variations of phenol contents and antioxidant capacities were   surveyed in a 32-h field experiment in three temperate brown seaweeds   belonging to Fucales - Pelvetia canaliculata, Ascophyllum nodosum and   Bifurcaria bifurcata - living at different intertidal levels - high-,   mid- and low-tide level, respectively. Phenolic compounds of brown   seaweeds are secondary metabolites involved in many different protection   mechanisms, as for example against grazer and pathogen attack as well as   UV damage. This study was thus aimed at understanding the influence of   both day/night and tidal cycles on the brown seaweed phenol pool with   respect to their bathymetric level on the shore. These cycles affect the   quantity and quality of light received by intertidal seaweeds   (protection via the water layer during immersion), and the   photoprotective role of phlorotannins was thus evaluated. Phenol levels   and antioxidant capacities were monitored every hour during a tidal   cycle and a half at the equinox spring tide, in March 2003. The three   species contained rather high phenol levels, i.e. about 3, 6 and 4\% DW   in R canaliculata, A. nodosum and B. bifurcata, respectively.   Antioxidant capacities globally paralleled phenol contents in the three   species under study. Moreover, the measured antioxidant capacities and   the phenol contents of the extracts were significantly and positively   correlated in the three species. Significant effect of neither cycles   nor their interaction was observed in any species despite a trend to   follow day/night alternation for R canaliculata, and emersion/immersion   cycle for A. nodosum. No trend was observed for the third species.   However, significant correlations between phenol levels of R   canaliculata and A. nodosum and measured air-temperature were found. Our   results suggested an effect of aerial, aquatic and both conditions on   the phenolic pool of P canaliculata, B. bifurcata and A. nodosum,   respectively, and a fast evolution of the phenolic pool on a day time   scale. (C) 2007 Elsevier B.V. All rights reserved.",1221,N,ER,,,
"Emile A. Frison, Jeremy Cherfas, Toby Hodgkin",2011,Agricultural Biodiversity Is Essential for a Sustainable Improvement in   Food and Nutrition Security,SUSTAINABILITY,238-253,238-253,10.3390/su3010238,"Agricultural biodiversity has hitherto been valued almost exclusively as   a source of traits that can be used in scientific breeding programs to   improve the productivity of crop varieties and livestock breeds. We   argue that it can make a far greater contribution to increased   productivity. In particular, a wider deployment of agricultural   biodiversity is an essential component in the sustainable delivery of a   more secure food supply. Diversity of kingdoms, species and genepools   can increase the productivity of farming systems in a range of growing   conditions, and more diverse farming systems are also generally more   resilient in the face of perturbations, thus enhancing food security.   Diversity can maintain and increase soil fertility and mitigate the   impact of pests and diseases. Diversity of diet, founded on diverse   farming systems, delivers better nutrition and greater health, with   additional benefits for human productivity and livelihoods. Agricultural   biodiversity will also be absolutely essential to cope with the   predicted impacts of climate change, not simply as a source of traits   but as the underpinnings of more resilient farm ecosystems. Many of the   benefits of agricultural biodiversity are manifested at different   ecological and human scales, and cut across political divisions,   requiring a cross-sectoral approach to reassess the role of agricultural   biodiversity in sustainable and secure food production.",1222,N,ER,,,
"P. Ge, L. J. Da, W. B. Wang, X. N. Xu",2014,"Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,75-87,75-87,NA,"To understand changes in soil nutrients in Pinus massoniana forests   affected by pine wilt disease (PWD), we examined the seasonal variation   in dissolved organic carbon (DOC), dissolved organic nitrogen (DON) and   soil nutrients in Hefei, East China. The results showed a considerable   decline in the population density and basal area in both highly   disturbed (HD) and moderately disturbed (MD) forest stands and an   increase in dead pine trees, causing pronounced changes in the stand   structure and soil nutrient status. The concentrations of DOC and NO3--N   were significantly (p < 0.05) higher in every season in the disturbed   forests compared to the undisturbed (UD) forest stand. However, during   spring and summer, the variation in the DON and NH4+-N values was   significantly (p < 0.05) lower in the HD forest stand than in the UD   stand; total N concentrations were higher in the disturbed forests in   every season. During spring and autumn, the variation in total P values   was significantly (p < 0.05) lower in the MD forest stand than in the UD   stand, whereas the total P values were significantly (p < 0.05) lower in   every season in the HD stand than in the UD stand. In this study,   disturbance resulted in a considerable increase in DOC, N and NO3--N   when compared to the UD stand and a pronounced increase in soil nitrate   in the HD stand, which may lead to soil acidification, thereby   increasing the possibility of soil nutrient leaching.",1223,Y,ER,yes,,
"Mary Bianchi, Karen Lowell",2016,"Co-management: Balancing Food Safety, the Environment, and the Bottom   Line",NA,201-216,201-216,10.1007/978-3-319-24442-6\_9,"Growers and distributors of fresh produce have long realized that   reliably safe products and responsible use of resources inspire brand   trust and consumer loyalty. Balancing food safety and resource   conservation goals has become a vital element of produce industry   management throughout the supply chain. Co-management is a process that   seeks to balance food safety and sustainability goals in the context of   maintaining a sound bottom line. The resources to develop effective   co-management strategies lie within diverse communities of practice,   including agricultural producers, food safety and wildlife   professionals, conservation professionals, and academics with primary   focus on any the above areas. The economic loss incurred from fields   that must be abandoned before harvest due to fecal contamination can be   significant. In addition, compliance with both food safety and   conservation goals may generate additional operational costs. Key   research questions remain, many defined during the critical   conversations surrounding on-farm decisions regarding co-management.   Additionally, responsibility lies with the research community for   creating an open and integrated approach to interpretation, extension,   and implementation of research results surrounding contamination,   transport and survival of pathogens in the production environment.",1224,N,ER,,,
"S. Viscardi, V. Ventorino, P. Duran, A. Maggio, S. De Pascale, M. L. Mora, O. Pepe",2016,Assessment of plant growth promoting activities and abiotic stress   tolerance of Azotobacter chroococcum strains for a potential use in   sustainable agriculture,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,848-863,848-863,NA,"This study aimed to select and characterize bacterial strains with   multiple plant growth promotion properties able to tolerate drought and   salinity stress in order to improve plant growth performance under   abiotic stresses. Plant growth promoting activities were evaluated in   106 bacterial strains isolated by soil, compost, lignocellulosic   biomasses and food matrices. Two strains A. chroococcum 67B and 76A were   selected for their multiple plant growth promotion activities   (N-2-fixing activity, synthesis of siderophores and indole-3-acetic   acid) as well as antimicrobial activity against Sclerotinia minor.   Moreover, the selected strains were tested for their tolerance to   drought and salinity stress in in vitro experiments evaluating their   growth, production of SOD, CAT, proline and ACC deaminase. The two   Azotobacter chroococcum strains exhibited high tolerance to salt and   drought stresses and could alleviate the negative effects exerted by   abiotic stress on tomato plants. Overall results showed that the strains   Azotobacter chroococcum 67B and Azotobacter chroococcum 76A could be   interesting candidates to be employed as bio-effector in sustainable   agricultural systems also under stressful conditions leading to improved   economic and environmental benefits.",1225,N,ER,,,
"Kevin Tougeron, Cecile Le Lann, Jacques Brodeur, Joan van Baaren",2017,Are aphid parasitoids from mild winter climates losing their winter   diapause?,OECOLOGIA,619-629,619-629,10.1007/s00442-016-3770-7,"Temperature is both a selective pressure and a modulator of the diapause   expression in insects from temperate regions. Thus, with climate   warming, an alteration of the response to seasonal changes is expected,   either through genetic adaptations to novel climatic conditions or   phenotypic plasticity. Since the 1980s in western France, the winter   guild of aphid parasitoids (Hymenoptera: Braconidae) in cereal fields   has been made up of two species: Aphidius rhopalosiphi and Aphidius   matricariae. The recent activity of two other species, Aphidius avenae   and Aphidius ervi, during the winter months suggests that a modification   of aphid parasitoid overwintering strategies has taken place within the   guild. In this study, we first performed a field survey in the winter of   2014/15 to assess levels of parasitoid diapause incidence in   agrosystems. Then, we compared the capacity of the four parasitoid   species to enter winter diapause under nine different photoperiods and   temperature conditions in the laboratory. As predicted, historically   winter-active species (A. rhopalosiphi and A. matricariae) never entered   diapause, whereas the species more recently active during winter (A.   avenae and A. ervi) did enter diapause but at a low proportion (maximum   of 13.4 and 11.2\%, respectively). These results suggest rapid shifts   over the last three decades in the overwintering strategies of aphid   parasitoids in Western France, probably due to climate warming. This   implies that diapause can be replaced by active adult overwintering,   with potential consequences for species interactions, insect community   composition, ecosystem functioning, and natural pest control.",1226,N,ER,,,
"Angela Brennan, Paul C. Cross, Megan D. Higgs, W. Henry Edwards, Brandon M. Scurlock, Scott Creel",2014,A multi-scale assessment of animal aggregation patterns to understand   increasing pathogen seroprevalence,ECOSPHERE,NA,NA,10.1890/ES14-00181.1,"Understanding how animal density is related to pathogen transmission is   important to develop effective disease control strategies, but requires   measuring density at a scale relevant to transmission. However, this is   not straightforward or well-studied among large mammals with group sizes   that range several orders of magnitude or aggregation patterns that vary   across space and time. To address this issue, we examined spatial   variation in elk (Cerous canadensis) aggregation patterns and   brucellosis across 10 regions in the Greater Yellowstone Area where   previous studies suggest the disease may be increasing. We hypothesized   that rates of increasing brucellosis would be better related to the   frequency of large groups than mean group size or population density,   but we examined whether other measures of density would also explain   rising seroprevalence. To do this, we measured wintering elk density and   group size across multiple spatial and temporal scales from monthly   aerial surveys. We used Bayesian hierarchical models and 20 years of   serologic data to estimate rates of increase in brucellosis within the   10 regions, and to examine the linear relationships between these   estimated rates of increase and multiple measures of aggregation.   Brucellosis seroprevalence increased over time in eight regions (one   region showed an estimated increase from 0.015 in 1991 to 0.26 in 2011),   and these rates of increase were positively related to all measures of   aggregation. The relationships were weaker when the analysis was   restricted to areas where brucellosis was present for at least two   years, potentially because aggregation was related to   disease-establishment within a population. Our findings suggest that (1)   group size did not explain brucellosis increases any better than   population density and (2) some elk populations may have high densities   with small groups or lower densities with large groups, but brucellosis   is likely to increase in either scenario. In this case, any one control   method such as reducing population density or group size may not be   sufficient to reduce transmission. This study highlights the importance   of examining the density-transmission relationship at multiple scales   and across populations before broadly applying disease control   strategies.",1227,N,ER,,,
"James J. Willacker Jr., William V. Sobczak, Elizabeth A. Colburn",2009,Stream Macroinvertebrate Communities in Paired Hemlock and Deciduous   Watersheds,NORTHEASTERN NATURALIST,101-112,101-112,10.1656/045.016.0108,"Tsuga canadensis (Eastern Hemlock) is a common forest species that is   declining throughout its range in the eastern United States because of   the invasion of an exotic forest pest, Adelges tsugae (Hemlock Woolly   Adelgid). This pest kills infected trees, and over time, infected stands   are replaced by deciduous forests. The conversion of forests from   hemlock to deciduous species is predicted to impact the hydrology,   chemistry, and biology of associated headwater streams. In this study,   we examined the macroinvertebrate communities of two adjacent headwater   streams with differing hemlock influence in central Massachusetts.   Abundance, taxa richness, diversity, and unique taxa were generally   greater in the deciduous stream. Differences in the distribution of   functional feeding groups were observed: the hemlock stream had a   greater percentage of collector-gatherers while the deciduous stream had   a greater percentage of shredders and predators. These findings suggest   that macro invertebrate communities in streams draining hemlock and   deciduous watersheds may differ in structure and function, and that   anticipated hemlock mortality may impact the region's stream ecology.",1228,N,ER,,,
"Markus G. Weinbauer, John R. Dolan, Karel Simek",2015,A population of giant tailed virus-like particles associated with   heterotrophic flagellates in a lake-type reservoir,AQUATIC MICROBIAL ECOLOGY,111-116,111-116,10.3354/ame01769,"Using transmission electron microscopy (TEM), a population of giant   virus-like particles (VLPs) with a head diameter of ca. 405 nm and a   flexible ca. 1100 nm long tail was detected in a lake-type reservoir.   These giant VLPs were abundant in situ at the start of a survey period   (3.3 x 10(4) particles ml(-1)) and increased by 7-fold within 96 h. This   VLP population vanished in dialysis bag incubations of 0.8 mu m-filtered   reservoir water (free of bacterivorous flagellates) but increased   markedly in the enhanced bacterivory treatment, i.e. 5 mu m filtered   water. In the latter, incubation, heterotrophic nanoflagellate (HNF)   abundance increased approximately 15-fold during the study. A multiple   regression analysis using microbial abundances and grazing rates as   parameters indicated that 78\% of the variability in the abundance of   giant VLPs was explained by HNF abundance and grazing rates. Our data   support the hypothesis that this virus population infects flagellates.   Observation of a presumptive lysing flagellate cell suggests a viral   burst size of 15. Estimations of decay and net production rates from   dialysis bag incubations indicate that lysis due to giant viruses could   cause between 10 to 60\% of the mortality of the total flagellate   community and, thus, viruses are potentially a significant factor   shaping the population dynamics of flagellates in freshwater.",1229,N,ER,,,
"Amrei Binzer, Christian Guill, Bjoern C. Rall, Ulrich Brose",2016,"Interactive effects of warming, eutrophication and size structure:   impacts on biodiversity and food-web structure",GLOBAL CHANGE BIOLOGY,220-227,220-227,10.1111/gcb.13086,"Warming and eutrophication are two of the most important global change   stressors for natural ecosystems, but their interaction is poorly   understood. We used a dynamic model of complex, size-structured food   webs to assess interactive effects on diversity and network structure.   We found antagonistic impacts: Warming increases diversity in eutrophic   systems and decreases it in oligotrophic systems. These effects interact   with the community size structure: Communities of similarly sized   species such as parasitoid-host systems are stabilized by warming and   destabilized by eutrophication, whereas the diversity of size-structured   predator-prey networks decreases strongly with warming, but decreases   only weakly with eutrophication. Nonrandom extinction risks for   generalists and specialists lead to higher connectance in networks   without size structure and lower connectance in size-structured   communities. Overall, our results unravel interactive impacts of warming   and eutrophication and suggest that size structure may serve as an   important proxy for predicting the community sensitivity to these global   change stressors.",1230,N,ER,,,
"Marlis Reich, Antje Wichels, Katrin Panzer, Evamaria Krause, Luis Gimenez, Gunnar Gerdts",2017,Impacts of a reduction in seawater pH mimicking ocean acidification on   the structure and diversity of mycoplankton communities,AQUATIC MICROBIAL ECOLOGY,221-233,221-233,10.3354/ame01831,"Increases in atmospheric carbon dioxide (CO2) change ocean chemistry, as   dissolved CO2 leads to a reduction in the seawater pH. Many marine taxa   have been shown to be affected by ocean acidification; however,   information on marine fungi is lacking. We analyzed the effect of pH on   mycoplankton communities. The pH of microcosms was adjusted to a value   mimicking the predicted ocean acidification in the near future. Fungal   communities were analyzed using a double-marker gene approach, allowing   a more detailed analysis of their response using 454 pyrosequencing.   Mycoplankton communities in microcosms with in situ and adjusted water   pH values differed significantly in terms of structure and diversity.   The differences were mainly abundance shifts among the dominant taxa,   rather than the exclusion of fungal groups. A sensitivity to lower pH   values was reported for several groups across the fungal kingdom and was   not phylogenetically conserved. Some of the fungal species that   dominated the communities of microcosms with a lower pH were known   pathogenic fungi. With the increasing awareness of the significant role   fungi play in marine systems, including performing a diverse range of   symbiotic activities, our results highlight the importance of including   fungi in further research projects studying and modeling biotic   responses to the predicted ocean acidification.",1231,N,ER,,,
"Mark C. Ladd, Andrew A. Shantz, Erich Bartels, Deron E. Burkepile",2017,Thermal stress reveals a genotype-specific tradeoff between growth and   tissue loss in restored Acropora cervicornis,MARINE ECOLOGY PROGRESS SERIES,129-139,129-139,10.3354/meps12169,"Coral restoration is gaining attention as a viable strategy to restore   degraded reefs, with large-scale restoration efforts underway worldwide.   However, our understanding of the drivers of restoration success lags   behind restoration activities, generating significant knowledge gaps   that may impede our ability to successfully restore coral reef   communities. Here, we conducted a 21 mo field experiment to examine the   influence of genotypic identity and diversity on coral growth, habitat   production, and survivorship in restored corals. We used nursery-raised   colonies of Acropora cervicornis, the predominant coral used for   restoration in the Caribbean, to establish populations of either 1, 2,   4, or 6 distinct genotypes. Midway through our experiment, our study   site experienced a 17 wk thermal stress event that allowed us to examine   the influence of genotypic identity and diversity on the ability of   restored corals to cope with thermal stress. After 21 mo we found no   effect of genotypic diversity on restored corals, but that genotypes   differed 3-fold in survivorship and 20 to 327\% in habitat production.   Initial growth rates showed a significant positive relationship with   live tissue loss at the end of the experiment, suggesting a tradeoff   between growth and the ability to recover from thermal stress. Our study   suggests that genotypic identity is a critical factor to incorporate   into coral restoration planning. Investigating the role of genotypic   identity and diversity on the ability of restored corals to resist   pervasive coral reef stressors, such as disease, predator outbreaks, and   nutrient pollution, are critical steps in advancing coral restoration   efforts.",1232,N,ER,,,
"Charlotte F. Narr, Paul C. Frost",2015,Does infection tilt the scales? Disease effects on the mass balance of   an invertebrate nutrient recycler,OECOLOGIA,969-979,969-979,10.1007/s00442-015-3412-5,"While parasites are increasingly recognized as important components of   ecosystems, we currently know little about how they alter ecosystem   nutrient availability via host-mediated nutrient cycling. We examined   whether infection alters the flow of nutrients through hosts and whether   such effects depend upon host diet quality. To do so, we compared the   mass specific nutrient (i.e., nitrogen and phosphorus) release rates,   ingestion rates, and elemental composition of uninfected Daphnia to   those infected with a bacterial parasite, P. ramosa. N and P release   rates were increased by infection when Daphnia were fed P-poor diets,   but we found no effect of infection on the nutrient release of   individuals fed P-rich diets. Calculations based on the first law of   thermodynamics indicated that infection should increase the nutrient   release rates of Daphnia by decreasing nutrient accumulation rates in   host tissues. Although we found reduced nutrient accumulation rates in   infected Daphnia fed all diets, this reduction did not increase the   nutrient release rates of Daphnia fed the P-rich diet because infected   Daphnia fed this diet ingested nutrients more slowly than uninfected   hosts. Our results thus indicate that parasites can significantly alter   the nutrient use of animal consumers, which could affect the   availability of nutrients in heavily parasitized environments.",1233,Y,ER,yes,,
"Fanny Noisette, Hronn Egilsdottir, Dominique Davoult, Sophie Martin",2013,Physiological responses of three temperate coralline algae from   contrasting habitats to near-future ocean acidification,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,179-187,179-187,10.1016/j.jembe.2013.07.006,"Coralline algae are major calcifiers of significant ecological   importance in marine habitats but are among the most sensitive   calcifying organisms to ocean acidification. The elevated pCO(2) effects   were examined in three coralline algal species living in contrasting   habitats from intertidal to subtidal zones on the north-western coast of   Brittany, France: (i) Corallina elongata, a branched alga found in tidal   rock pools, (ii) Lithophyllum incrustans, a crustose coralline alga from   the low intertidal zone, and (iii) Lithothamnion corallioides (maerl), a   free-living form inhabiting the subtidal zone. Metabolic rates were   assessed on specimens grown for one month at varying pCO(2): 380   (current pCO(2)), 550, 750 and 1000 mu atm (elevated pCO(2)). There was   no pCO(2) effect on gross production in C. elongata and L. incrustans   but L. incrustans respiration strongly increased with elevated pCO(2). L   corallioides gross production slightly increased at 1000 mu atm, while   respiration remained unaffected. Calcification rates decreased with   pCO(2) in L. incrustans (both in the light and dark) and L. corallioides   (only in the light), while C. elongata calcification was unaffected.   This was consistent with the lower skeletal mMg/Ca ratio of C. elongata   (0.17) relative to the two other species (0.20). L. incrustans had a   higher occurrence of bleaching that increased with increasing pCO(2).   pCO(2) could indirectly impact this coralline species physiology making   them more sensitive to other stresses such as diseases or pathogens.   These results underlined that the physiological response of coralline   algae to near-future ocean acidification is species-specific and that   species experiencing naturally strong pH variations were not necessarily   more resistant to elevated pCO(2) than species from more stable   environment. (C) 2013 Elsevier B.V. All rights reserved.",1234,N,ER,,,
"Byron B. Lamont, Katherine S. Downes",2011,Fire-stimulated flowering among resprouters and geophytes in Australia   and South Africa,PLANT ECOLOGY,2111-2125,2111-2125,10.1007/s11258-011-9987-y,"Data on 386 species with fire-stimulated flowering (fsf) in Australasia   and South Africa/Madagascar were collated to show that they occur under   a wide range of fire regimes, with 71\% confined to the   mediterranean-climate regions. About 40\% only flower up to 2 years   after fire (obligate), while the rest continue at a low rate until the   next fire (facultative). Peak flowering occurs 5-18 months after fire in   the mediterranean regions but at 1-7 months in savannas. Fsf is recorded   in 34 families, headed by terrestrial orchids (45\% of species), spread   throughout the seed-plant phylogeny from cycads to daisies. Tuberous   geophytes (essentially orchids) dominate (51\%), but other resprouting   growth forms include lignotuberous shrubs and forbs, rhizomatous and   bunch grasses, leaf succulents, grasstrees, epicormic trees, and   hemiparasites. Most have wind-dispersed diaspores (72\%), store their   diaspores in the soil (93\%), and seeds that do not germinate until the   next fire (72\%). Fsf in association with resprouting takes advantage of   optimal resources and minimal competition for growth and reproduction,   conditions that favor wind dispersal and maximize the interval for seed   accumulation before the next fire and build-up of fire-tolerant organs.   Reduced herbivory has little role in accounting for its benefits. The   proximal causes of fsf center around cueing factors (direct effects such   as ethylene), resource factors (direct and indirect effects, e.g., extra   nutrients), and predisposing factors (circumstantial effects, e.g., fire   interval). The evolutionary history of fsf has been explored recently in   orchids, proteas, blood roots, droseras, and mistletoes and shown to   stretch back over a period of at least 50 million years, indicating that   flowering in many groups has a long association with fire as an agent of   natural selection.",1235,N,ER,,,
"Madhav Prakash Thakur, Peter B. Reich, Nicholas A. Fisichelli, Artur Stefanski, Simone Cesarz, Tomasz Dobies, Roy L. Rich, Sarah E. Hobbie, Nico Eisenhauer",2014,Nematode community shifts in response to experimental warming and canopy   conditions are associated with plant community changes in the   temperate-boreal forest ecotone,OECOLOGIA,713-723,713-723,10.1007/s00442-014-2927-5,"Global climate warming is one of the key forces driving plant community   shifts, such as range shifts of temperate species into boreal forests.   As plant community shifts are slow to observe, ecotones, boundaries   between two ecosystems, are target areas for providing early evidence of   ecological responses to warming. The role of soil fauna is poorly   explored in ecotones, although their positive and negative effects on   plant species can influence plant community structure. We studied   nematode communities in response to experimental warming (ambient, +1.7,   +3.4 A degrees C) in soils of closed and open canopy forest in the   temperate-boreal ecotone of Minnesota, USA and calculated various   established nematode indices. We estimated species-specific coverage of   understory herbaceous and shrub plant species from the same experimental   plots and tested if changes in the nematode community are associated   with plant cover and composition. Individual nematode trophic groups did   not differ among warming treatments, but the ratio between   microbial-feeding and plant-feeding nematodes increased significantly   and consistently with warming in both closed and open canopy areas and   at both experimental field sites. The increase in this ratio was   positively correlated with total cover of understory plant species,   perhaps due to increased predation pressure on soil microorganisms   causing higher nutrient availability for plants. Multivariate analyses   revealed that temperature treatment, canopy conditions and nematode   density consistently shaped understory plant communities across   experimental sites. Our findings suggest that warming-induced changes in   nematode community structure are associated with shifts in plant   community composition and productivity in the temperate-boreal forest   ecotones.",1236,N,ER,,,
"Alexandra H. Campbell, Adriana Verges, Peter D. Steinberg",2014,Demographic consequences of disease in a habitat-forming seaweed and   impacts on interactions between natural enemies,ECOLOGY,142-152,142-152,10.1890/13-0213.1,"Diseases affecting natural ecosystems are increasing in frequency and   severity, but unless obviously catastrophic, the consequences of disease   outbreaks are often overlooked, relative to other ecological processes   (e.g., predation, competition). Disease can have profound effects on   individuals and can also strongly influence interactions between   infected hosts and their natural enemies. We investigated whether a   novel bleaching disease affected the survival or performance of a   habitat-forming red seaweed, Delisea pulchra. In addition, we   investigated bidirectional, multipartite interactions between this   seaweed host, its pathogens, and consumers. Although we found no   negative impacts of disease on survival of D. pulchra, bleaching had   substantial, negative consequences for affected individuals, including a   dramatic drop in fecundity and a significant decrease in size. In the   first direct demonstration of bacterial disease-mediated herbivory of   seaweeds, herbivores generally preferred to consume bleached tissue in   feeding trials, and we also found higher densities of herbivores on   bleached than co-occurring, healthy algae at sites where herbivores were   abundant. In a conceptually reciprocal test of the effects of herbivores   on infection, we showed that simulated herbivory increased   susceptibility to bleaching when algae were also exposed to cultures of   a bacterial pathogen. Given the high proportions of D. pulchra affected   by bleaching during peak periods, the impacts of this disease are likely   to have important implications at the population level. This work   highlights complex interactions between habitat-forming organisms and   their natural enemies and further emphasizes the need to consider   disease in ecological research.",1237,Y,ER,yes,,
"Erol Akcay, Ellen L. Simms",2011,"Negotiation, Sanctions, and Context Dependency in the Legume-Rhizobium   Mutualism",AMERICAN NATURALIST,1-14,1-14,10.1086/659997,"Two important questions about mutualisms are how the fitness costs and   benefits to the mutualist partners are determined and how these   mechanisms affect the evolutionary dynamics of the mutualism. We tackle   these questions with a model of the legume-rhizobium symbiosis that   regards the mutualism outcome as a result of biochemical negotiations   between the plant and its nodules. We explore the fitness consequences   of this mechanism to the plant and rhizobia and obtain four main   results. First, negotiations permit the plant to differentially reward   more-cooperative rhizobia-a phenomenon termed ``plant sanctions''-but   only when more-cooperative rhizobia also provide the plant with good   outside options during negotiations with other nodules. Second,   negotiations may result in seemingly paradoxical cases where the plant   is worse off when it has a ``choice'' between two strains of rhizobia   than when infected by either strain alone. Third, even when sanctions   are effective, they are by themselves not sufficient to maintain   cooperative rhizobia in a population: less cooperative strains always   have an advantage at the population level. Finally, partner fidelity   feedback, together with genetic correlations between a rhizobium   strain's cooperativeness and the outside options it provides, can   maintain cooperative rhizobia. Our results show how joint control over   the outcome of a mutualism through the proximate mechanism of   negotiation can affect the evolutionary dynamics of interspecific   cooperation.",1238,N,ER,,,
