STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include_do_not_use,screened_by,include_article_review,exclude_reason,note,exclude_reason_old
148,Tao,NO,"David N. M. Mbora, Mark A. McPeek",2009,Host density and human activities mediate increased parasite prevalence   and richness in primates threatened by habitat loss and fragmentation,JOURNAL OF ANIMAL ECOLOGY,210-218,210-218,10.1111/j.1365-2656.2008.01481.x,"Habitat loss and fragmentation are the principal causes of the loss of   biological diversity. In addition, parasitic diseases are an emerging   threat to many animals. Nevertheless, relatively few studies have tested   how habitat loss and fragmentation influence the prevalence and richness   of parasites in animals.   Several studies of nonhuman primates have shown that measures of human   activity and forest fragmentation correlate with parasitism in primates.   However, these studies have not tested for the ecological mechanism(s)   by which human activities or forest fragmentation influence the   prevalence and richness of parasites.   We tested the hypothesis that increased host density due to forest   fragmentation and loss mediates increases in the prevalence and richness   of gastrointestinal parasites in two forest primates, the Tana River red   colobus (Procolobus rufomitratus, Peters 1879) and mangabey (Cercocebus   galeritus galeritus, Peters 1879). We focused on population density   because epidemiological theory states that host density is a key   determinant of the prevalence and richness of directly transmitted   parasites in animals.   The Tana River red colobus and mangabey are endemic to a highly   fragmented forest ecosystem in eastern Kenya where habitat changes are   caused by a growing human population increasingly dependent on forest   resources and on clearing forest for cultivation.   We found that the prevalence of parasites in the two monkeys was very   high compared to primates elsewhere. Density of monkeys was positively   associated with forest area and disturbance in forests. In turn, the   prevalence and richness of parasites was significantly associated with   monkey density, and attributes indicative of human disturbance in   forests.   We also found significant differences in the patterns of parasitism   between the colobus and the mangabey possibly attributable to   differences in their behavioural ecology. Colobus are arboreal folivores   while mangabeys are terrestrial habitat generalists.",420,NA,TH,,,,
149,Tao,NO,"Sumit Kaushal, Jay Shankar Singh",2017,Wastewater Impact on Human Health and Microorganism-Mediated Remediation   and Treatment Through Technologies,NA,234-250,234-250,10.1007/978-3-319-49727-3\_12,"Wastewater treatment is an essential process of any region, without   which waterborne pathogens can spread resulting in diseases and   degradation of receiving water bodies. The wastewater discharge   effluents are involved in the degradation process from different   receiving sources. The two main processes required for the removal of   impurities from wastewater are through chemical and biological means,   but due to some drawbacks, these treatments are not initialized;   therefore, untreated or inadequately treated wastewater can cause   eutrophication in receiving sources of water bodies and also create   adverse environmental conditions favoring proliferation of waterborne   toxin-producing pathogenic cyanobacteria. Microorganisms such as   microalgae and cyanobacteria are effective in wastewater treatment   process and are considered to be critical factors in overcoming numerous   waterborne diseases. All biological-treatment processes take advantage   of microorganisms to use wastewater effluents to provide the energy for   microbial metabolism and multiplication. The role of the different   microbial groups present in the wastewater treatment systems with   importance of microorganism are involved in the removal process of   nitrogen and phosphorus indicating that biological treatment system is   useful in wastewater treatment systems. The adaptation of nanotechnology   is a traditional process of engineering that offers new opportunities in   technological wastewater treatment processes. Microalgae biomass   cultivation offers an interesting step for wastewater treatments,   because tertiary biotreatment, coupled with the production of   potentially valuable biomass used for biofuel and bioactive compound   productions, helps to minimize the risks to public health and   environment. The chapter objective is to review health impacts of   wastewater effluents and current advances in wastewater treatment due to   application of microbes and biotechnological advances. The engineered   environmental system with the microbial diversity and their interaction   has increased the efficiency of wastewater treatment process.",421,NA,TH,,,,
150,Tao,NO,"Sheila Roitman, Ellen Hornung, Jose Flores-Uribe, Itai Sharon, Ivo Feussner, Oded Beja",2018,"Cyanophage-encoded lipid desaturases: oceanic distribution, diversity   and function",ISME JOURNAL,343-355,343-355,10.1038/ismej.2017.159,"Cyanobacteria are among the most abundant photosynthetic organisms in   the oceans; viruses infecting cyanobacteria (cyanophages) can alter   cyanobacterial populations, and therefore affect the local food web and   global biochemical cycles. These phages carry auxiliary metabolic genes   (AMGs), which rewire various metabolic pathways in the infected host   cell, resulting in increased phage fitness. Coping with stress resulting   from photodamage appears to be a central necessity of cyanophages, yet   the overall mechanism is poorly understood. Here we report a novel,   widespread cyanophage AMG, encoding a fatty acid desaturase (FAD), found   in two genotypes with distinct geographical distribution. FADs are   capable of modulating the fluidity of the host's membrane, a fundamental   stress response in living cells. We show that both viral FAD (vFAD)   families are Delta 9 lipid desaturases, catalyzing the desaturation at   carbon 9 in C16 fatty acid chains. In addition, we present a   comprehensive fatty acid profiling for marine cyanobacteria, which   suggests a unique desaturation pathway of medium-to long-chain fatty   acids no longer than C16, in accordance with the vFAD activity. Our   findings suggest that cyanophages are capable of fiddling with the   infected host's membranes, possibly leading to increased photoprotection   and potentially enhancing viral-encoded photosynthetic proteins,   resulting in a new viral metabolic network.",422,NA,TH,,,,
151,Tao,NO,"Palak Arora, Zahoor A. Wani, Yedukondalu Nalli, Asif Ali, Syed Riyaz-Ul-Hassan",2016,"Antimicrobial Potential of Thiodiketopiperazine Derivatives Produced by   Phoma sp., an Endophyte of Glycyrrhiza glabra Linn.",MICROBIAL ECOLOGY,802-812,802-812,10.1007/s00248-016-0805-x,"During the screening of endophytes obtained from Glycyrrhiza glabra   Linn., the extract from a fungal culture designated as GG1F1 showed   significant antimicrobial activity. The fungus was identified as a   species of the genus Phoma and was most closely related to Phoma   cucurbitacearum. The chemical investigation of the GG1F1 extract led to   the isolation and characterization of two thiodiketopiperazine   derivatives. Both the compounds inhibited the growth of several   bacterial pathogens especially that of Staphylococcus aureus and   Streptococcus pyogenes, with IC50 values of less than 10 mu M. The   compounds strongly inhibited biofilm formation in both the pathogens. In   vitro time kill kinetics showed efficient bactericidal activity of these   compounds. The compounds were found to act synergistically with   streptomycin while producing varying effects in combination with   ciprofloxacin and ampicillin. The compounds inhibited bacterial   transcription/translation in vitro, and also inhibited staphyloxanthin   production in S. aureus. Although similar in structure, they differed   significantly in some of their properties, particularly the effect on   the expression of pathogenecity related genes in S. aureus at sub-lethal   concentrations. Keeping in view the antimicrobial potential of these   compounds, it would be needful to scale up the production of these   compounds through fermentation technology and further explore their   potential as antibiotics using in vivo models.",423,NA,TH,,,,
152,Tao,NO,"Jie Wang, Martin I. Chilvers",2016,Development and characterization of microsatellite markers for Fusarium   virguliforme and their utility within Glade 2 of the Fusarium solani   species complex,FUNGAL ECOLOGY,14-Jul,14-Jul,10.1016/j.funeco.2015.09.013,"Clade 2 of the Fusarium solani species complex contains plant pathogens   including Fusarium virguliforme and closely related species Fusarium   brasiliense, Fusarium crassistipitatum, Fusarium tucumaniae, which are   the primary causal agents of soybean sudden death syndrome (SDS), a   significant threat to soybean production. In this study, we developed   microsatellite markers from a E virguliforme genome sequence and applied   them to a E virguliforme population collection of 38 isolates from   Michigan and four reference strains from other locations. Of the 225   detected microsatellite loci, 108 loci were suitable for primer design,   and 12 of the microsatellite markers were determined to be highly   polymorphic, amplifying on average 5.7 alleles per locus. Using these   markers, F. virguliforme isolates were partitioned into three distinct   clusters, but isolates were not grouped based on relatedness of sampling   sites. In addition, 11 out of 12 markers were demonstrated to be highly   transferrable to other closely related species. (C) 2015 Elsevier Ltd   and The British Mycological Society. All rights reserved.",424,NA,TH,,,,
153,Tao,NO,"David Hoekman, Jamin Dreyer, Randall D. Jackson, Philip A. Townsend, Claudio Gratton",2011,Lake to land subsidies: Experimental addition of aquatic insects   increases terrestrial arthropod densities,ECOLOGY,2063-2072,2063-2072,10.1890/11-0160.1,"Aquatic insects are a common and important subsidy to terrestrial   systems, yet little is known about how these inputs affect terrestrial   food webs, especially around lakes. Myvatn, a lake in northern Iceland,   has extraordinary midge (Chironomidae) emergences that result in large   inputs of biomass and nutrients to terrestrial arthropod communities. We   simulated this lake-to-land resource pulse by collecting midges from   Myvatn and spreading their dried carcasses on 1-m(2) plots at a nearby   site that receives very little midge deposition. We hypothesized a   positive bottom-up response of detritivores that would be transmitted to   their predators and would persist into the following year. We sampled   the arthropod community once per month for two consecutive summers.   Midge addition resulted in significantly different arthropod communities   and increased densities of some taxa in both years. Detritivores,   specifically Diptera larvae, Collembola, and Acari increased in   midge-addition plots, and so did some predators and parasitoids.   Arthropod densities were still elevated a year after midge addition, and   two years of midge addition further increased the density of   higher-order consumers (e.g., Coleoptera and Hymenoptera). Midge   addition increased arthropod biomass by 68\% after one year and 108\%   after two years. By manipulating the nutrient pulse delivered by midges   we were able to elucidate food web consequences of midge deposition and   spatial and temporal dynamics that are difficult to determine based on   comparative approaches alone. Resources cross ecosystem boundaries and   are assimilated over time because of life-history strategies that   connect aquatic and terrestrial food webs and these systems cannot be   fully understood in isolation from each other.",425,NA,TH,,,,
154,Tao,NO,"Martin Kaltenpoth, Tobias Engl",2014,Defensive microbial symbionts in Hymenoptera,FUNCTIONAL ECOLOGY,315-327,315-327,10.1111/1365-2435.12089,"1. In all stages of their life cycle, insects are threatened by a   multitude of predators, parasites, parasitoids and pathogens. The   lifestyles and feeding ecologies of some hymenopteran taxa render them   especially vulnerable to pathogen infestation. Specifically, development   in subterranean brood cells, mass provisioning of resources for the   offspring and the life of social insects in large communities can   enhance the risk of pathogen infestation and/or the spread of disease   among conspecifics.   2. To counteract these threats, insects have evolved mechanical,   chemical and behavioural defences as well as a complex immune system. In   addition to the host's own defences, some Hymenoptera are associated   with protective symbionts. Leaf-cutting ants, solitary digger wasps,   bees and bumblebees engage in symbiotic interactions with bacteria that   protect the adult host, the developing offspring or the food resources   against microbial infections. In the well-studied cases of ants and   wasps, the protective activity is mediated by the production of   antimicrobial secondary metabolites. In other symbiotic interactions,   however, competitive exclusion and immune priming may also play an   important role in enhancing protection. Phylogenetic studies indicate   that the defensive associations in Hymenoptera are generally more   dynamic than the intimate nutritional mutualisms, with horizontal   transfer or de novo uptake of the symbionts from the environment   occurring frequently.   3. Mutualistic micro-organisms can also significantly influence the   outcome of host-parasitoid interactions. Some insects are protected by   symbiont-produced toxins against parasitic wasps. Ichneumonid and   braconid parasitoids, on the other hand, are associated with symbiotic   viruses that are injected into the caterpillar host during oviposition   and suppress its immune system to the advantage of the parasitoid.   4. The increasing affordability of next-generation sequencing   technologies will greatly facilitate the analysis of insect-associated   microbial communities and undoubtedly uncover a plethora of as yet   unknown protective symbioses. However, a detailed understanding of the   host's natural history is indispensable for elucidating the fitness   benefits of the symbionts and the molecular basis of symbiont-conferred   protection.",426,NA,TH,,,,
155,Tao,NO,David Verbyla,2008,The greening and browning of Alaska based on 1982-2003 satellite data,GLOBAL ECOLOGY AND BIOGEOGRAPHY,547-555,547-555,10.1111/j.1466-8238.2008.00396.x,"Aim To examine the trends of 1982-2003 satellite-derived normalized   difference vegetation index (NDVI) values at several spatial scales   within tundra and boreal forest areas of Alaska.   Location Arctic and subarctic Alaska.   Methods Annual maximum NDVI data from the twice monthly Global Inventory   Modelling and Mapping Studies (GIMMS) NDVI 1982-2003 data set with   64-km(2) pixels were extracted from a spatial hierarchy including three   large regions: ecoregion polygons within regions, ecozone polygons   within boreal ecoregions and 100-km climate station buffers. The   1982-2003 trends of mean annual maximum NDVI values within each area,   and within individual pixels, were computed using simple linear   regression. The relationship between NDVI and temperature and   precipitation was investigated within climate station buffers.   Results At the largest spatial scale of polar, boreal and maritime   regions, the strongest trend was a negative trend in NDVI within the   boreal region. At a finer scale of ecoregion polygons, there was a   strong positive NDVI trend in cold arctic tundra areas, and a strong   negative trend in interior boreal forest areas. Within boreal ecozone   polygons, the weakest negative trends were from areas with a maritime   climate or colder mountainous ecozones, while the strongest negative   trends were from warmer basin ecozones. The trends from climate station   buffers were similar to ecoregion trends, with no significant trends   from Bering tundra buffers, significant increasing trends among arctic   tundra buffers and significant decreasing trends among interior boreal   forest buffers. The interannual variability of NDVI among the arctic   tundra buffers was related to the previous summer warmth index. The   spatial pattern of increasing tundra NDVI at the pixel level was related   to the west-to-east spatial pattern in changing climate across arctic   Alaska. There was no significant relationship between interannual NDVI   and precipitation or temperature among the boreal forest buffers. The   decreasing NDVI trend in interior boreal forests may be due to several   factors including increased insect/disease infestations, reduced   photosynthesis and a change in root/leaf carbon allocation in response   to warmer and drier growing season climate.   Main conclusion There was a contrast in trends of 1982-2003 annual   maximum NDVI, with cold arctic tundra significantly increasing in NDVI   and relatively warm and dry interior boreal forest areas consistently   decreasing in NDVI. The annual maximum NDVI from arctic tundra areas was   strongly related to a summer warmth index, while there were no   significant relationships in boreal areas between annual maximum NDVI   and precipitation or temperature. Annual maximum NDVI was not related to   spring NDVI in either arctic tundra or boreal buffers.",427,NA,TH,,,,
156,Tao,NO,"Treena I. Burgess, Casparus J. Crous, Bernard Slippers, Jarkko Hantula, Michael J. Wingfield",2016,Tree invasions and biosecurity: eco-evolutionary dynamics of hitchhiking   fungi,AOB PLANTS,NA,NA,10.1093/aobpla/plw076,"When non-native plants reach novel environments, they typically arrive   with hidden microbiomes. In general, most of these hitchhikers remain on   their co-evolved hosts, some contribute to the invasiveness of their   hosts, and a small number can undergo host shifts and move onto native   hosts. Invasion success can vary depending upon the different categories   of fungal associates. When an invader tree relies on a fungal mutualism   to survive in the new environment, there is a fundamentally lower   likelihood of either the tree, or the fungus, establishing novel   associations. In contrast, parasitic hitchhikers could merely use their   host plants to move through the landscape and to become established on   new hosts (host shifts). Evidence suggests the frequency of these host   shifts is low and depends upon the fungal functional group. However,   epidemics caused by invasive pathogens in native ecosystems have   occurred globally. Thus, elucidating the potential for hidden non-native   fungi to form novel host associations in a new environment is important   for biodiversity conservation.",428,NA,TH,,,,
157,Tao,NO,"Rachel D. Wigginton, Jessica Pearson, Christine R. Whitcraft",2014,Invasive plant ecosystem engineer facilitates community and trophic   level alteration for brackish marsh invertebrates,ECOSPHERE,NA,NA,10.1890/ES13-00307.1,"Wetland habitats are becoming increasingly scarce worldwide while   experiencing exceptionally high levels of plant invasion. Invasive plant   species affect ecosystems through numerous avenues, including acting as   ecosystem engineers, contributing unique plant functional traits, and   altering trophic dynamics. We examined the impacts of the invasive weed   Lepidium latifolium on soil-dwelling and canopy-dwelling invertebrate   communities in a brackish marsh of northern California. Invertebrate   abundance, species richness, diversity, and community composition were   measured in both invaded and non-invaded areas of the marsh in four time   periods that correspond with different L. latifolium phenologic phases.   We observed these different stages of L. latifolium, and we recorded   alterations in the habitat structure provided by L. latifolium as the   plant entered senescence. L. latifolium had differential impacts on the   two invertebrate communities studied. The presence of L. latifolium   increased abundance of soil-dwelling invertebrates and decreased the   species richness of canopy-dwelling invertebrates in the tidal   marsh-terrestrial ecotone where L. latifolium ameliorates harsh physical   conditions. No changes occurred in the tidal marsh plain and fringing   tidal marsh where L. latifolium's physical structure is more similar to   existing non-L. latifolium structure. During full senescence, L.   latifolium reduced canopy-dwelling invertebrate abundance and altered   trophic dynamics, shifting composition to a predator-dominated   community. Our results demonstrate that L. latifolium can impact   brackish marsh ecosystems, and we hypothesize L. latifolium's unique   functional traits (large inflorescence and seasonal senescence) enable   it to act as an ecosystem engineer that alters community and trophic   dynamics. Mechanisms through which plant invaders alter ecosystem   processes are dynamic in space and time, thus, future research will   require the use of manipulative experiments to inform site-specific   management strategies.",429,NA,TH,,,,
158,Tao,NO,"A. Feunteun, C. de Schrevel, M. Verhaegen, D. Chevallier, M. Duchemin, N. Ziani, B. de Montgolfier",2018,First evaluation of the cookie-cutter sharks (Isistius sp.) predation   pattern on different cetacean species in Martinique,ENVIRONMENTAL BIOLOGY OF FISHES,749-759,749-759,10.1007/s10641-018-0735-1,"Cookie-cutter sharks (Isistius sp.) are small squaloid sharks that live   in tropical and sub-tropical oceans. Their name comes from their unique   tactic of feeding, which enables them to parasitize marine mega-fauna,   like cetaceans. Due to their morphological and anatomical   characteristics, they are responsible of crater-like wounds on the skin   of marine mammals. Little is known on Isistius sp. around the globe   especially in Martinique, which represents a potential habitat. The main   goal of this study was to assess the impact of cookie-cutter sharks on   cetaceans by determining (1) seasonal changes in the occurrence of   bites, (2) intra- and interspecific differences in frequencies and   locations of bites among the different species of cetaceans, and (3)   link behavior patterns of both cookie-cutter sharks and cetaceans. Data   were collected from a 3-year photo-identification database of Cetaceans   in Caribbean coast of Martinique. 431 wounds of various stages on 396   individuals from nine species of marine mammals were recorded. Results   did not show any significant variation in the occurrence of wounds   between seasons. Intermediate state was more important, most injuries   were observed on the SCF (Superior Central Flank) (62.40\%) and in a   lesser extent on young individuals (3.25\%). The predation of   cookie-cutter sharks on different cetacean species has been confirmed   consistently in Martinique. Further studies are required with both   scientists and fishermen to better understand their specific role in   this marine ecosystem.",430,NA,TH,,,,
159,Tao,NO,"Luisa Orsini, Katina I. Spanier, Luc De Meester",2012,"Genomic signature of natural and anthropogenic stress in wild   populations of the waterflea Daphnia magna: validation in space, time   and experimental evolution",MOLECULAR ECOLOGY,2160-2175,2160-2175,10.1111/j.1365-294X.2011.05429.x,"Natural populations are confronted with multiple selection pressures   resulting in a mosaic of environmental stressors at the landscape level.   Identifying the genetic underpinning of adaptation to these complex   selection environments and assigning causes of natural selection within   multidimensional selection regimes in the wild is challenging. The water   flea Daphnia is a renowned ecological model system with its   well-documented ecology, the possibility to analyse subfossil dormant   egg banks and the short generation time allowing an experimental   evolution approach. Capitalizing on the strengths of this model system,   we here link candidate genome regions to three selection pressures,   known to induce micro-evolutionary responses in Daphnia magna: fish   predation, parasitism and land use. Using a genome scan approach in   space, time and experimental evolution trials, we provide solid evidence   of selection at the genome level under well-characterized environmental   gradients in the wild and identify candidate genes linked to the three   environmental stressors. Our study reveals differential selection at the   genome level in Daphnia populations and provides evidence for repeatable   patterns of local adaptation in a geographic mosaic of environmental   stressors fuelled by standing genetic variation. Our results imply high   evolutionary potential of local populations, which is relevant to   understand the dynamics of trait changes in natural populations and   their impact on community and ecosystem responses through   eco-evolutionary feedbacks.",431,NA,TH,,,,
160,Tao,NO,"Annelein Meisner, W. H. Gera Hol, Wietse de Boer, Jennifer Adams Krumins, David A. Wardle, Wim H. van der Putten",2014,Plant-soil feedbacks of exotic plant species across life forms: a   meta-analysis,BIOLOGICAL INVASIONS,2551-2561,2551-2561,10.1007/s10530-014-0685-2,"Invasive exotic plant species effects on soil biota and processes in   their new range can promote or counteract invasions via changed   plant-soil feedback interactions to themselves or to native plant   species. Recent meta-analyses reveale that soil influenced by native and   exotic plant species is affecting growth and performance of natives more   strongly than exotics. However, the question is how uniform these   responses are across contrasting life forms. Here, we test the   hypothesis that life form matters for effects on soil and plant-soil   feedback. In a meta-analysis we show that exotics enhanced C cycling,   numbers of meso-invertebrates and nematodes, while having variable   effects on other soil biota and processes. Plant effects on soil biota   and processes were not dependent on life form, but patterns in feedback   effects of natives and exotics were dependent on life form. Native   grasses and forbs caused changes in soil that subsequently negatively   affected their biomass, whereas native trees caused changes in soil that   subsequently positively affected their biomass. Most exotics had neutral   feedback effects, although exotic forbs had positive feedback effects.   Effects of exotics on natives differed among plant life forms. Native   trees were inhibited in soils conditioned by exotics, whereas native   grasses were positively influenced in soil conditioned by exotics. We   conclude that plant life form matters when comparing plant-soil feedback   effects both within and between natives and exotics. We propose that   impact analyses of exotic plant species on the performance of native   plant species can be improved by comparing responses within plant life   form.",432,NA,TH,,,,
161,Tao,NO,"Biswapriya B. Misra, Satyahari Dey",2013,"Culture of East Indian sandalwood tree somatic embryos in air-lift   bioreactors for production of santalols, phenolics and arabinogalactan   proteins",AOB PLANTS,NA,NA,10.1093/aobpla/plt025,"The East Indian sandalwood tree, Santalum album, yields one of the   costliest heartwoods and precious essential oil. Unsurprisingly, this   endangered forest species is severely affected due to unmet global   demands, illegal trade and harvesting, overharvesting and an epidemic   mycoplasmal spike disease. In vitro micropropagation endeavours have   resulted in defined in vitro stages such as somatic embryos that are   amenable to mass production in bioreactors. We report on somatic embryo   production in a 10-L air-lift-type bioreactor, and compare the growth   and biochemical parameters with those of a 2-L air-lift-type bioreactor.   For the 10-L bioreactor with biomass (475.7 +/- 18 g fresh weight; P <   0.01), concomitantly santalols (5.2 +/- 0.15 mg L-1; P < 0.05),   phenolics (31 +/- 1.6 mg L-1) and arabinogalactan proteins (AGPs) (39   +/- 3.1 mg L-1; P < 0.05) are produced in 28 days. In addition, we   identified and quantified several santalols and phenolics by means of   high-performance thin-layer chromatography and reverse-phase   high-pressure liquid chromatography analyses, respectively. Results   indicate that 10-L-capacity air-lift bioreactors are capable of   supporting somatic embryo cultures, while the extracellular medium   provides opportunities for production of industrial raw materials such   as santalols, phenolics and AGPs. This will prove useful for further   optimization and scale-up studies of plant-produced metabolites.",433,NA,TH,,,,
162,Tao,NO,"D. Lee Taylor, Teresa N. Hollingsworth, Jack W. McFarland, Niall J. Lennon, Chad Nusbaum, Roger W. Ruess",2014,A first comprehensive census of fungi in soil reveals both   hyperdiversity and fine-scale niche partitioning,ECOLOGICAL MONOGRAPHS,20-Mar,20-Mar,10.1890/12-1693.1,"Fungi play key roles in ecosystems as mutualists, pathogens, and   decomposers. Current estimates of global species richness are highly   uncertain, and the importance of stochastic vs. deterministic forces in   the assembly of fungal communities is unknown. Molecular studies have so   far failed to reach saturated, comprehensive estimates of fungal   diversity. To obtain a more accurate estimate of global fungal   diversity, we used a direct molecular approach to census diversity in a   boreal ecosystem with precisely known plant diversity, and we carefully   evaluated adequacy of sampling and accuracy of species delineation. We   achieved the first exhaustive enumeration of fungi in soil, recording   1002 taxa in this system. We show that the fungus:plant ratio in Picea   mariana forest soils from interior Alaska is at least 17:1 and is   regionally stable. A global extrapolation of this ratio would suggest 6   million species of fungi, as opposed to leading estimates ranging from   616000 to 1.5 million. We also find that closely related fungi often   occupy divergent niches. This pattern is seen in fungi spanning all   major functional guilds and four phyla, suggesting a major role of   deterministic niche partitioning in community assembly. Extinctions and   range shifts are reorganizing biodiversity on Earth, yet our results   suggest that 98\% of fungi remain undescribed and that many of these   species occupy unique niches.",434,NA,TH,,,,
163,Tao,NO,"Blake R. Hossack, Winsor H. Lowe, Joy L. Ware, Paul Stephen Corn",2013,Disease in a dynamic landscape: Host behavior and wildfire reduce   amphibian chytrid infection,BIOLOGICAL CONSERVATION,293-299,293-299,10.1016/j.biocon.2012.09.013,"Disturbances are often expected to magnify effects of disease, but these   effects may depend on the ecology, behavior, and life history of both   hosts and pathogens. In many ecosystems, wildfire is the dominant   natural disturbance and thus could directly or indirectly affect   dynamics of many diseases. To determine how probability of infection by   the aquatic fungus Batrachochytrium dendrobatidis (Bd) varies relative   to habitat use by individuals, wildfire, and host characteristics, we   sampled 404 boreal toads (Anaxyrus boreas boreas) across Glacier   National Park, Montana (USA). Bd causes chytridiomycosis, an emerging   infectious disease linked with widespread amphibian declines, including   the boreal toad. Probability of infection was similar for females and   the combined group of males and juveniles. However, only 9\% of   terrestrial toads were infected compared to >30\% of aquatic toads, and   toads captured in recently burned areas were half as likely to be   infected as toads in unburned areas. We suspect these large differences   in infection reflect habitat choices by individuals that affect pathogen   exposure and persistence, especially in burned forests where warm, arid   conditions could limit Bd growth. Our results show that natural   disturbances such as wildfire and the resulting diverse habitats can   influence infection across large landscapes, potentially maintaining   local refuges and host behaviors that facilitate evolution of disease   resistance. Published by Elsevier Ltd.",435,NA,TH,,,,
164,Tao,NO,"Zakieh Khorshidi, Minh T. Ho, Dianne E. Wiley",2015,Techno-economic evaluation of using biomass-fired auxiliary units for   supplying energy requirements of CO2 capture in coal-fired power plants,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,24-36,24-36,10.1016/j.ijggc.2014.10.017,"Parasitically providing the energy required for CO2 capture from   retrofitted coal power plants can lead to a significant loss in output   of electricity. In this study, different configurations of auxiliary   units are investigated to partially or totally meet the energy   requirements for MEA post-combustion capture in a 500 MW sub-critical   coal-fired plant. The auxiliary unit is either a boiler, providing only   the heat required for solvent regeneration in the capture process or a   combined heat and power (CHP) unit, providing both heat and electricity.   Using biomass in auxiliary units, the grid loss is reduced without   increasing fossil fuel consumption. The results show that using a   biomass CHP unit is more favourable than using a biomass boiler both in   terms of CO2 emission reductions and power plant economic viability. By   using an auxiliary biomass CHP unit, both the emission intensity and the   cost of electricity would be marginally lower than for a coal plant with   capture. Further emission reductions occur if CO2 is captured both from   the coal plant and the auxiliary biomass CHP, resulting in negative   emissions. However, high incentive schemes (a carbon price higher than   55 \$/t CO2 or a combination of lower carbon price and renewable energy   certificates) or a low biomass price (lower than 1 \$/GJ) are required   to make CO2 capture from both the coal plant and the auxiliary biomass   CHP unit economically attractive. All cost comparisons are for CO2   capture only and CO2 transport and storage are not included in this   study. (C) 2014 Elsevier Ltd. All rights reserved.",436,NA,TH,,,,
165,Tao,NO,"Sophie Labaude, Thierry Rigaud, Frank Cezilly",2015,Host manipulation in the face of environmental changes: Ecological   consequences,INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,442-451,442-451,10.1016/j.ijppaw.2015.08.001,"Several parasite species, particularly those having complex life-cycles,   are known to induce phenotypic alterations in their hosts. Most often,   such alterations appear to increase the fitness of the parasites at the   expense of that of their hosts, a phenomenon known as ``host   manipulation''. Host manipulation can have important consequences,   ranging from host population dynamics to ecosystem engineering. So far,   the importance of environmental changes for host manipulation has   received little attention. However, because manipulative parasites are   embedded in complex systems, with many interacting components, changes   in the environment are likely to affect those systems in various ways.   Here, after reviewing the ecological importance of manipulative   parasites, we consider potential causes and consequences of changes in   host manipulation by parasites driven by environmental modifications. We   show that such consequences can extend to trophic networks and   population dynamics within communities, and alter the ecological role of   manipulative parasites such as their ecosystem engineering. We suggest   that taking them into account could improve the accuracy of predictions   regarding the effects of global change. We also propose several   directions for future studies. (C) 2015 The Authors. Published by   Elsevier Ltd on behalf of Australian Society for Parasitology.",437,NA,TH,,,,
166,Tao,NO,"Quentin Chesnais, Aude Couty, Manuella Catterou, Arnaud Ameline",2016,Cascading effects of N input on tritrophic (plant-aphid-parasitoid)   interactions,ECOLOGY AND EVOLUTION,7882-7891,7882-7891,10.1002/ece3.2404,"Because N is frequently the most limiting mineral macronutrient for   plants in terrestrial ecosystems, modulating N input may have ecological   consequences through trophic levels. Thus, in agro-ecosystems, the   success of natural enemies may depend not only from their herbivorous   hosts but also from the host plant whose qualities may be modulated by N   input. We manipulated foliar N concentrations by providing to Camelina   sativa plants three different nitrogen rates (control, optimal, and   excessive). We examined how the altered host-plant nutritional quality   influenced the performances of two aphid species, the generalist green   peach aphid, Myzus persicae, and the specialist cabbage aphid,   Brevicoryne brassicae, and their common parasitoid Diaeretiella rapae.   Both N inputs led to increased N concentrations in the plants but   induced contrasted concentrations within aphid bodies depending on the   species. Compared to the control, plant biomass increased when receiving   the optimal N treatment but decreased under the excessive treatment.   Performances of M.persicae improved under the optimal treatment compared   to the control and excessive treatments whereas B.brassicae parameters   declined following the excessive N treatment. In no-choice trials,   emergence rates of D.rapae developing in M.persicae were higher on both   optimum and excessive N treatments, whereas they remained stable   whatever the treatment when developing in B.brassicae. Size of emerging   D.rapae females was positively affected by the treatment only when it   developed in M.persicae on the excessive N treatment. This work showed   that contrary to an optimal N treatment, when N was delivered in excess,   plant suitability was reduced and consequently affected negatively aphid   parameters. Surprisingly, these negative effects resulted in no or   positive consequences on parasitoid parameters, suggesting a buffered   effect at the third trophic level. Host N content, host suitability, and   dietary specialization appear to be major factors explaining the   functioning of our studied system.",438,NA,TH,,,,
