AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Janis L. Dickinson, Jennifer Shirk, David Bonter, Rick Bonney, Rhiannon L. Crain, Jason Martin, Tina Phillips, Karen Purcell",2012,The current state of citizen science as a tool for ecological research   and public engagement,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,291-297,291-297,10.1890/110236,"Approaches to citizen science - an indispensable means of combining   ecological research with environmental education and natural history   observation - range from community-based monitoring to the use of the   internet to ``crowd-source'' various scientific tasks, from data   collection to discovery. With new tools and mechanisms for engaging   learners, citizen science pushes the envelope of what ecologists can   achieve, both in expanding the potential for spatial ecology research   and in supplementing existing, but localized, research programs. The   primary impacts of citizen science are seen in biological studies of   global climate change, including analyses of phenology, landscape   ecology, and macro-ecology, as well as in subdisciplines focused on   species (rare and invasive), disease, populations, communities, and   ecosystems. Citizen science and the resulting ecological data can be   viewed as a public good that is generated through increasingly   collaborative tools and resources, while supporting public participation   in science and Earth stewardship.",619,NO,SH,,,
"Wen Chen, T. Kelly Turkington, C. Andre Levesque, Janice M. Bamforth, Susan K. Patrick, Christopher T. Lewis, Julie T. Chapados, Don Gaba, Sheryl A. Tittlemier, Aaron MacLeod, Tom Grafenhan",2016,Geography and agronomical practices drive diversification of the   epiphytic mycoflora associated with barley and its malt end product in   western Canada,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,43-55,43-55,10.1016/j.agee.2016.03.030,"The microbiome associated with cereal grain includes a mycoflora, which   often reflects the environmental conditions that host plants have been   cultivated under. Some of these factors can affect grain safety and   quality impeding global trade or end use of agricultural commodities.   This study applied 454 pyrosequencing to the internal transcribed spacer   of rDNA to investigate effects of harvest methods and dates on the   epiphytic mycoflora naturally associated with barley seeds. A total of   64 barley samples grown at six locations across western Canada were   collected in two growing seasons (2011 and 2012). Of these, eight barley   samples harvested in 2011 were further processed and malted before   amplicon-based metagenomic analysis of the microbiome. A total of   885,084 ITS1 and 618,265 ITS2 sequences were clustered into 754 and 769   operational taxonomic units at 97\% similarity cut-off, respectively,   and classified against the curated UNITE fungal ITS reference database.   Between 76-275 ITS1 and 51-260 ITS2 fungal OTUs were observed for each   sample, respectively. The core fungal community consisted of wide spread   yeast or yeast-like fungi (e.g. Cryptococcus) and genera containing   species commonly known to be associated with plants (e.g. Alternaria,   Epicoccum) including important pathogens such as Fusarium spp. and   Pleospora spp. Geographic location of the field stations was identified   as the determining factor best explaining the observed differences in   the fungal communities on harvested barley in western Canada.   Agronomical practices, namely swathing and timely harvest helped to   reduce some of the microbial load on barley grain. Further processing   through malting favored the development of certain fungal genera, with   an increase of fungal biomass associated with Fusarium and Alternaria   spp. This could have negative effects on end use quality, indicating a   need for managing the risk of fungal contaminations more proactively.   Crown Copyright (C) 2016 Published by Elsevier B.V. All rights reserved.",620,NO,SH,,,
"Forest Isbell, Michel Loreau",2014,Sustainability of Human Ecological Niche Construction,ECOLOGY AND SOCIETY,NA,NA,10.5751/ES-06395-190145,"Humans influence and depend on natural systems worldwide, creating   complex societal-ecological feedbacks that make it difficult to assess   the long-term sustainability of contemporary human activities. We use   ecological niche theory to consider the short-term (transient) and   long-term (equilibrium) effects of improvements in health, agriculture,   or efficiency on the abundances of humans, our plant and animal   resources, and our natural enemies. We also consider special cases of   our model where humans shift to a completely vegetarian diet, or   completely eradicate natural enemies. We find that although combinations   of health, agriculture, and efficiency improvements tend to support more   people and plant resources, they also result in more natural enemies and   fewer animal resources. Considering each of these improvements   separately reveals that they lead to different, and sometimes opposing,   long-term effects. For example, health improvements can reduce pathogen   abundances and make it difficult to sustain livestock production,   whereas agricultural improvements tend to counterbalance these effects.   Our exploratory analysis of a deliberately simple model elucidates   trade-offs and feedbacks that could arise from the cascading effects of   human activities.",621,NO,SH,,,
"Cory S. Straub, William E. Snyder",2008,Increasing enemy biodiversity strengthens herbivore suppression on two   plant species,ECOLOGY,1605-1615,1605-1615,10.1890/07-0657.1,"Concern over biodiversity loss, especially at higher trophic levels, has   led to a surge in studies investigating how changes in natural enemy   diversity affect community and ecosystem functioning. These studies have   found that increasing enemy diversity can strengthen, weaken, and not   affect prey suppression, demonstrating that multi-enemy effects on prey   are context-dependent. Here we ask how one factor, plant species   identity, influences multi-enemy effects on prey. We focused on two   plant species of agricultural importance, potato (Solanum tuberosum),   and collards (Brassica oleracea L.). These species share a common   herbivorous pest, the green peach aphid (Myzus persicae), but vary in   structural and chemical traits that affect aphid reproductive rates and   which may also influence inter-enemy interactions. In a large-scale   field experiment, overall prey exploitation varied dramatically among   the plant species, with enemies reducing aphid populations by similar to   94\% on potatoes and similar to 62\% on collards. Increasing enemy   diversity similarly strengthened aphid suppression on both plants,   however, and there was no evidence that plant species identity   significantly altered the relationship between enemy diversity and prey   suppression. Microcosm experiments suggested that, on both collards and   potatoes, intraspecific competition among natural enemies exceeded   interspecific competition. Enemy species showed consistent and   significant differences in where they foraged on the plants, and enemies   in the low-diversity treatment tended to spend less time foraging than   enemies in the high-diversity treatment. These data suggest that   increasing enemy diversity may strengthen aphid suppression because   interspecific differences in where enemies forage on the plant allow for   greater resource partitioning. Further, these functional benefits of   diversity appear to be robust to changes in plant species identity.",622,NO,SH,,,
"Albin Lobo, Jon Kehlet Hansen, Lars Norgaard Hansen, Erik Dahl Kjaer",2018,Differences among six woody perennials native to Northern Europe in   their level of genetic differentiation and adaptive potential at fine   local scale,ECOLOGY AND EVOLUTION,2231-2239,2231-2239,10.1002/ece3.3824,"The ability of perennial species to adapt their phenology to present and   future temperature conditions is important for their ability to retain   high fitness compared to other competing plant species, pests, and   pathogens. Many transplanting studies with forest tree species have   previously reported substantial genetic differentiation among   populations within their native range. However, the question of how   local is local is still highly debated in conservation biology because   studies on genetic patterns of variation within and among populations at   the local scale are limited and scattered. In this study, we compare the   level of genetic differentiation among populations of six different   perennial plant species based on their variation in spring flushing. We   assess the level of additive genetic variation present within the local   population. For all six species, we find significant differentiation   among populations from sites with mean annual temperature ranging   between 7.4 degrees C and 8.4 degrees C. The observed variation can only   be partly explained by the climate at the site of origin. Most clear   relationship between early flushing and higher average spring   temperature is observed for the three wind-pollinated species in the   study, while the relations are much less clear for the three   insect-pollinated species. This supports that pollination system can   influence the balance between genetic drift and natural selection and   thereby influence the level of local adaptation in long-lived species.   On the positive side, we find that the native populations of woody plant   species have maintained high levels of additive genetic variation in   spring phenology, although this also differs substantially among the six   studied species.",623,NO,SH,,,
"Kelly Sims, James J. Becnel, Joe Funderburk",2012,"The morphology and biology of the entomophilic Thripinema fuscum   (Tylenchida: Allantonematidae), and the histopathological effects of   parasitism on the host Frankliniella fusca (Thysanoptera: Thripidae)",JOURNAL OF NATURAL HISTORY,1111-1128,1111-1128,10.1080/00222933.2011.651654,"We used light and electron microscopy to detail the in vivo life cycle   of the nematode Thripinema fuscum and to determine the effects of   parasitism on tissues of the thrips host Frankliniella fusca. The   parasitic T. fuscum female produced eggs within 4-5 days after ingress   and the host haemocoele became packed with eggs and developing juvenile   nematodes. Mature juveniles migrated to the hindgut and fully developed   juveniles first emerged from the posterior end of the male or female F.   fusca 9 days after parasitization. Parasitization induced a displacement   of the host alimentary tract, an atrophy of the ovaries and fat body,   and an alteration of energy and waste reserves in host tissues. Our   observations reveal a specialized relationship showing that this   parasite is well adapted to exploit the host digestive, reproductive and   excretory systems.",624,NO,SH,,,
"Maarten Van Geel, Erik Verbruggen, Matthias De Beenhouwer, Geurt van Rennes, Bart Lievens, Olivier Honnay",2017,High soil phosphorus levels overrule the potential benefits of organic   farming on arbuscular mycorrhizal diversity in northern vineyards,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,144-152,144-152,10.1016/j.agee.2017.07.017,"Organic farming is a key approach to reconcile food production,   biodiversity conservation and environmental sustainability. Due to   reduced inputs of agrochemicals, the success of organic farming is   heavily dependent on the ecosystem services provided by the soil   microbial community, and in particular by arbuscular mycorrhizal fungi   (AMF). Numerous studies have already shown that also grapevines (Vitis   vinifera) depend on AMF for normal growth and development. To what   extent organic agriculture benefits the AMF communities on vines.at   regional scales, however, is still poorly understood. Here, we first   quantified the relative importance of organic management, soil chemical   characteristics, and geography on vineyard AMF diversity and community   composition. Second, we tested whether soil nutrients fundamentally   change the host-AMF community dynamics through changing universality of   dissimilarity overlap curves. To identify AMF communities, we used high   throughput pyrosequencing on 170 root samples from grapevines   originating from 18 conventionally and 16 organically managed Belgian   and Dutch vineyards. We found no differences in AMF diversity between   conventionally and organically managed vineyards. Soil phosphorus   content and soil acidity, however, was strongly negatively associated   with AMF diversity. Together with management type (organic vs.   conventional), these two soil variables did also explain most of the   variation in AMF community composition. The observed accumulation of   soil copper, used to control fungal diseases, especially in   organieallymanaged vineyards, did not affect AMF communities. We   observed, however, that copper concentration in the soil increased with   vineyard age, indicating copper accumulation in the soil over time. AMF   communities showed a regularity in interactions among taxa and their   host. Under high soil P availability, however, interactions became more   irregular. The potential benefits of organic vineyard management in   terms of a high diversity of AMF are highly compromised by elevated soil   phosphorus levels which may jeopardize the role of these symbionts in   improving plant health and soil fertility. Decreasing nutrient inputs,   even organic, is a key step in developing diverse AMF communities in   vineyards.",625,NO,SH,,,
"Lorenzo Drago, Marco Toscano, Roberta De Grandi, Enzo Grossi, Ezio M. Padovani, Diego G. Peroni",2017,Microbiota network and mathematic microbe mutualism in colostrum and   mature milk collected in two different geographic areas: Italy versus   Burundi,ISME JOURNAL,875-884,875-884,10.1038/ismej.2016.183,"Human milk is essential for the initial development of newborns, as it   provides all nutrients and vitamins, such as vitamin D, and represents a   great source of commensal bacteria. Here we explore the microbiota   network of colostrum and mature milk of Italian and Burundian mothers   using the auto contractive map (AutoCM), a new methodology based on   artificial neural network (ANN) architecture. We were able to   demonstrate the microbiota of human milk to be a dynamic, and complex,   ecosystem with different bacterial networks among different populations   containing diverse microbial hubs and central nodes, which change during   the transition from colostrum to mature milk. Furthermore, a greater   abundance of anaerobic intestinal bacteria in mature milk compared with   colostrum samples has been observed. The association of complex   mathematic systems such as ANN and AutoCM adopted to metagenomics   analysis represents an innovative approach to investigate in detail   specific bacterial interactions in biological samples.",626,NO,SH,,,
"Margaret R. Metz, Kerri M. Frangioso, Allison C. Wickland, Ross K. Meentemeyer, David M. Rizzo",2012,An emergent disease causes directional changes in forest species   composition in coastal California,ECOSPHERE,NA,NA,10.1890/ES12-00107.1,"Non-native forest pathogens can cause dramatic and long-lasting changes   to the composition of forests, and these changes may have cascading   impacts on community interactions and ecosystem functioning.   Phytophthora ramorum, the causal agent of the emergent forest disease   sudden oak death (SOD), has a wide host range, but mortality is   concentrated in a few dominant tree species of coastal forests in   California and Oregon. We examined interactions between P. ramorum and   its hosts in redwood and mixed evergreen forest types over an 80,000 ha   area in the Big Sur ecoregion of central California, an area that   constitutes the southernmost range of the pathogen and includes forest   stands on the advancing front of pathogen invasion. We established a   network of 280 long-term forest monitoring plots to understand how host   composition and forest structure facilitated pathogen invasion, and   whether selective mortality from SOD has led to shifts in community   composition. Infested and uninfested sites differed significantly in   host composition due to both historical trends and disease impacts. A   reconstruction of pre-disease forest composition showed that stands that   eventually became infested with the pathogen tended to be more mature   with larger stems than stands that remained pathogen-free, supporting   the hypothesis of aerial dispersal by the pathogen across the landscape   followed by local understory spread. The change in species composition   in uninfested areas was minimal over the study period, while infested   stands had large changes in composition, correlated with the loss of   tanoak (Notholithocarpus densiflorus), signaling the potential for SOD   to dramatically change coastal forests through selective removal of a   dominant host. Forest diversity plays an important role in pathogen   establishment and spread, and is in turn changed by pathogen impacts.   Asymmetric competency among host species means that impacts of P.   ramorum on forest diversity are shaped by the combination and dominance   of hosts present in a stand.",627,YES,SH,yes,,
"V. I. Kharuk, S. T. Im, I. A. Petrov, M. N. Yagunov",2016,Decline of dark coniferous stands in Baikal Region,CONTEMPORARY PROBLEMS OF ECOLOGY,617-625,617-625,10.1134/S1995425516050073,"The reasons for the decline in Siberian pine and fir in the Baikal   Region (Khamar-Daban) were analyzed using remote sensing techniques,   dendrochronology and GIS-technology methods, and in situ observations.   It is found that a decrease in the value of the growth index (R (2) =   0.69) and an decrease in the SPEI drought index (Standardized   Precipitation-Evapotranspiration Index) (R (2) = 0.72) has been observed   since the 1980s. In the mid-2000s, the increase in aridity led to the   division of Siberian pine trees into two cohorts: ``survivors'' and   ``decliners.'' The spatial distribution of these cohorts is different:   dead and declining stands are localized mainly on relief elements with   increased risk of water stress (steep and convex slopes of southwestern   exposure). The growth index of the trees is closely related to the   dryness index in June (r (2) = 0.55). Along with water stress, declining   trees were also exposed to stem pests and plant pathogens. The primary   cause of Siberian pine decline is water stress due to the increasing   climate aridity. The weakened waterstressed trees were sensitized to   pathogens. The synergism of climatic and biotic effects led to the   decline of Siberian pine stands. On the whole, heavily damaged and   declining stands (over 50\% of dead and declining trees) within the   Khamar-Daban ridge are 8-10\% of the total area of dark coniferous   forests.",628,NO,SH,,,
"Tanya E. Cheeke, Hayley Darby, Todd N. Rosenstiel, James D. Bever, Mitchell B. Cruzan",2014,"Effect of Bacillus thuringiensis (Bt) maize cultivation history on   arbuscular mycorrhizal fungal colonization, spore abundance and   diversity, and plant growth",AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,29-35,29-35,10.1016/j.agee.2014.05.019,"Greenhouse studies have reported that maize expressing Bacillus   thuringiensis (Bt) insecticidal toxins may have nontarget effects on   symbiotic arbuscular mycorrhizal fungi (AMF), however, field studies   have not detected the same pattern. This may be due to the short-term   nature of previous field experiments, differences in soil properties   between studies, or plant-soil feedbacks that influence AMF communities   in roots and soil over time. In this field experiment, we used split   plots to evaluate the effect of Bt or non-Bt maize cultivation history   on AMF spore abundance, diversity, root colonization, and growth of   seven different genotypes of Bt maize and five corresponding non-Bt   parental (P) isolines. We found that Bt plants had higher leaf   chlorophyll content when they were grown in plots that had been   cultivated with Bt maize the previous year, and similarly, non-Bt plants   had higher chlorophyll content when they were grown in plots with a   non-Bt cultivation history, indicative of a positive feedback effect.   There was a lower density of AMF spores in plots with a Bt maize   cultivation history than in plots where P maize had been grown in the   previous year, but no difference in spore diversity. Despite the   differences in spore density, we found no significant differences in AMF   colonization or root or shoot biomass between plots with a cultivation   history of Bt and P maize. This study presents the first evidence of an   effect of Bt maize cultivation on the soil ecosystem, but also provides   further evidence that this effect is not necessarily large or easily   detectable within the range of normal environmental variation.   Management of agroecosystems will need to consider the potential effects   of reduced numbers of AMF propagules in soil as this could have an   effect on ecosystem processes including carbon sequestration, nutrient   cycling, drought tolerance, soil aggregation, and plant resistance to   pathogens. Taken together with greenhouse experiments, we can now make   predictions on how Bt maize cultivation may affect AMF under different   environmental conditions. (C) 2014 Elsevier B.V. All rights reserved.",629,NO,SH,,,
"Jodie Martin, Gwenael Vourc'h, Nadege Bonnot, Bruno Cargnelutti, Yannick Chaval, Bruno Lourtet, Michel Goulard, Thierry Hoch, Olivier Plantard, A. J. Mark Hewison, Nicolas Morellet",2018,"Temporal shifts in landscape connectivity for an ecosystem engineer, the   roe deer, across a multiple-use landscape",LANDSCAPE ECOLOGY,937-954,937-954,10.1007/s10980-018-0641-0,"Routine movements of large herbivores, often considered as ecosystem   engineers, impact key ecological processes. Functional landscape   connectivity for such species influences the spatial distribution of   associated ecological services and disservices.   We studied how spatio-temporal variation in the risk-resource trade-off,   generated by fluctuations in human activities and environmental   conditions, influences the routine movements of roe deer across a   heterogeneous landscape, generating shifts in functional connectivity at   daily and seasonal time scales.   We used GPS locations of 172 adult roe deer and step selection functions   to infer landscape connectivity. In particular, we assessed the   influence of six habitat features on fine scale movements across four   biological seasons and three daily periods, based on variations in the   risk-resource trade-off.   The influence of habitat features on roe deer movements was strongly   dependent on proximity to refuge habitat, i.e. woodlands. Roe deer   confined their movements to safe habitats during daytime and during the   hunting season, when human activity is high. However, they exploited   exposed open habitats more freely during night-time. Consequently, we   observed marked temporal shifts in landscape connectivity, which was   highest at night in summer and lowest during daytime in autumn. In   particular, the onset of the autumn hunting season induced an abrupt   decrease in landscape connectivity.   Human disturbance had a strong impact on roe deer movements, generating   pronounced spatio-temporal variation in landscape connectivity. However,   high connectivity at night across all seasons implies that Europe's most   abundant and widespread large herbivore potentially plays a key role in   transporting ticks, seeds and nutrients among habitats.",630,NO,SH,,,
"A. S. Pradeep Ram, S. Palesse, J. Colombet, M. Sabart, F. Perriere, T. Sime-Ngando",2013,Variable Viral and Grazer Control of Prokaryotic Growth Efficiency in   Temperate Freshwater Lakes (French Massif Central),MICROBIAL ECOLOGY,906-916,906-916,10.1007/s00248-013-0289-x,"The effects of viral lysis and heterotrophic nanoflagellate grazing (top   down forces) on prokaryotic mortality and their subsequent impact on   their metabolism were estimated in the upper euphotic and deeper aphotic   depth of 11 freshwater lakes located in the French Massif Central. The   standing stocks of viruses (VA) and heterotrophic nanoflagellate (HNF)   varied significantly (p < 0.05) with sampled depth. VA was substantially   (twofold on an average) and significantly higher (p < 0.03) at the   aphotic compared to euphotic depth, whereas the reverse was true (p <   0.02) for HNF. Among the prokaryote subgroup, high nucleic acid content   prokaryotes explained for significant variability in the total VA and   served as principle host target for viral proliferation. Like standing   stocks, flagellate grazing and viral infection rates also followed   similar patterns. In the investigated lakes, the mechanism for   regulating prokaryotic production varied with sampled depth from grazing   control in the euphotic to control due to viral lysis in the aphotic. We   also tested the hypothesis of top down control on prokaryotic growth   efficiency (PGE, which we used as an index of prokaryotic physiological   and energetic status at the community level) at both depths. Overall,   among the studied lakes, PGE varied widely (4-51 \%) with significantly   (p < 0.05) lower values in the aphotic (mean = 18 +/- 4 \%) than   euphotic depth (mean = 32 +/- 9 \%). Contrasting observations on the top   down control of PGE between sampled depths were observed. The presence   of grazers was found to stimulate PGE at the euphotic, whereas viruses   through their lytic infection had a strong negative impact on PGE at the   aphotic depth. Such observed differences in PGE and the mechanism   controlling prokaryotic production with depth could eventually have   strong implication on carbon and nutrient flux patterns in the studied   lakes.",631,YES,SH,yes,,
"Sunny E. Townsend, Scott Newey, Simon J. Thirgood, Louise Matthews, Daniel T. Haydon",2009,Can parasites drive population cycles in mountain hares?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1611-1617,1611-1617,10.1098/rspb.2008.1669,"Understanding the drivers of population fluctuations is a central goal   of ecology. Although well-established theory suggests that parasites can   drive cyclic population fluctuations in their hosts, field evidence is   lacking. Theory predicts that a parasite that loosely aggregates in the   host population and has stronger impact on host fecundity than survival   should induce cycling. The helminth Trichostrongylus retortaeformis in   the UK's only native lagomorph, the mountain hare, has exactly these   properties, and the hares exhibit strong population fluctuations. Here   we use a host-parasite model parametrized using the available empirical   data to test this superficial concordance between theory and   observation. In fact, through an innovative combination of sensitivity   and stability analyses, we show that hare population cycles do not seem   to be driven by the parasite. Potential limitations in our   parametrization and model formulation, together with the possible   secondary roles for parasites in determining hare demography, are   discussed. Improving our knowledge of leveret biology and the   quantification of harvesting emerge as future research priorities. With   the growing concern over the present management of mountain hares for   disease control in Scotland, understanding their population drivers is   an important prerequisite for the effective management of this species.",632,MAYBE,SH,no,data on PP but not on ecosystem processes affected by PP,
"D. Pagliaccia, D. Merhaut, M. C. Colao, M. Ruzzi, F. Saccardo, M. E. Stanghellini",2008,Selective enhancement of the fluorescent pseudomonad population after   amending the recirculating nutrient solution of hydroponically grown   plants with a nitrogen stabilizer,MICROBIAL ECOLOGY,538-554,538-554,10.1007/s00248-008-9373-z,"Fluorescent pseudomonads have been associated, via diverse mechanisms,   with suppression of root disease caused by numerous fungal and   fungal-like pathogens. However, inconsistent performance in disease   abatement, after their employment, has been a problem. This has been   attributed, in part, to the inability of the biocontrol bacterium to   maintain a critical threshold population necessary for sustained   biocontrol activity. Our results indicate that a nitrogen stabilizer   (N-Serve(R), Dow Agrosciences) selectively and significantly enhanced,   by two to three orders of magnitude, the resident population of   fluorescent pseudomonads in the amended (i.e., 25 mu g ml(-1)   nitrapyrin, the active ingredient) and recycled nutrient solution used   in the cultivation of hydroponically grown gerbera and pepper plants.   Pseudomonas putida was confirmed as the predominant bacterium   selectively enhanced. Terminal restriction fragment length polymorphism   (T-RFLP) analysis of 16S rDNA suggested that N-Serve(R) selectively   increased P. putida and reduced bacterial diversity 72 h after   application. In vitro tests revealed that the observed population   increases of fluorescent pseudomonads were preceded by an early growth   suppression of indigenous aerobic heterotrophic bacteria (AHB)   population. Interestingly, the fluorescent pseudomonad population did   not undergo this decrease, as shown in competition assays. Xylene and   1,2,4-trimethylbenzene (i.e., the inert ingredients in N-Serve(R)) were   responsible for a significant percentage of the fluorescent pseudomonad   population increase. Furthermore, those increases were significantly   higher when the active ingredient (i.e., nitrapyrin) and the inert   ingredients were combined, which suggests a synergistic response. P.   putida strains were screened for the ability to produce antifungal   compounds and for the antifungal activity against Pythium aphanidermatum   and Phytophthora capsici. The results of this study suggest the presence   of diverse mechanisms with disease-suppressing potential. This study   demonstrates the possibility of using a specific substrate to   selectively enhance and maintain desired populations of a   natural-occurring bacterium such as P. putida, a trait considered to   have great potential in biocontrol applications for plant protection.",633,NO,SH,,,
Wenke Liu,2010,Do genetically modified plants impact arbuscular mycorrhizal fungi?,ECOTOXICOLOGY,229-238,229-238,10.1007/s10646-009-0423-1,"The development and use of genetically modified plants (GMPs), as well   as their ecological risks have been a topic of considerable public   debate since they were first released in 1996. To date, no consistent   conclusions have been drawn dealing with ecological risks on soil   microorganisms of GMPs for the present incompatible empirical data.   Arbuscular mycorrhizal fungi (AMF), important in regulating aboveground   and underground processes in ecosystems, are the most crucial soil   microbial community worthy of being monitored in ecological risks   assessment of GMPs for their sensitivity to environmental alterations   (plant, soil, climatic factor etc.). Based on current data, we suggest   that there is a temporal-spatial relevance between expression and   rhizosphere secretion of anti-disease and insecticidal proteins (e.g.,   Bt-Bacillus thuringiensis toxins) in and outer roots, and AMF   intraradical and extraradical growth and development. Therefore, taking   Bt transgenic plants (BTPs) for example, Bt insecticidal proteins   constitutive expression and rhizosphere release during cultivation of   BTPs may damage some critical steps of the AMF symbiotic development.   More important, these processes of BTPs coincide with the entire life   cycle of AMF annually, which may impact the diversity of AMF after   long-term cultivation period. It is proposed that interactions between   GMPs and AMF should be preferentially studied as an indicator for   ecological impacts of GMPs on soil microbial communities. In this   review, advances in impacts of GMPs on AMF and the effect mechanisms   were summarized, highlighting the possible ecological implications of   interactions between GMPs and AMF in soil ecosystems.",634,NO,SH,,,
"Zi-Hua Zhao, Cang Hui, Zhi-Hong Li, Bai-Lian Li",2015,Habitat heterogeneity stabilizes the spatial and temporal interactions   between cereal aphids and parasitic wasps,BASIC AND APPLIED ECOLOGY,510-518,510-518,10.1016/j.baae.2015.06.002,"Although it is widely recognized that landscape heterogeneity (LH) can   enhance the activity of natural enemies, little is known about the   effect of LH on the spatial and temporal stability of pests and their   natural enemies. Here, we designed a gradient of LH in agro-ecosystems   and examined experimentally, the relationship between LH and the spatial   and temporal stability, of cereal aphids and their parasitic wasps from   2009 to 2012. Stability was measured by the reciprocal of the spatial   and temporal coefficients of variation of the population density.   Results showed that LH can significantly homogenize the distribution of   cereal aphids and their parasitic wasps, thus enhancing the spatial   stability of the system. Increasing LH further dampened the fluctuation   of the populations of primary parasitoids and hyperparasitoids, thus   enhancing he temporal stability of the system. Die stability of   parasitism and hyperparasiliSM was also improved with the increase of   LH, with the hyperparasitism being more sensitive in the heterogeneity   change. Consequently, integrated pest management in agro-ecosystems   could be better studied from a multi-trophic food-web perspective.",635,NO,SH,,,
"Ruihe Gao, Juan Shi, Ruifen Huang, Zhuang Wang, Youqing Luo",2015,"Effects of pine wilt disease invasion on soil properties and Masson pine   forest communities in the Three Gorges reservoir region, China",ECOLOGY AND EVOLUTION,1702-1716,1702-1716,10.1002/ece3.1326,"Pine wilt disease (PWD) has caused significant Masson pine mortality in   the Three Gorges reservoir region in central China. In this study, five   uniform Masson pine stand types infected by PWD were selected and   surveyed on slopes and aspects with similar environmental conditions. In   sites that had been infected, soil bulk density was reduced, and the   difference among the groups was statistically significant (P < 0.05) at   the 0-10 cm and 10-20 cm soil layers, but not at 20-40 cm. Other soil   water-related physical properties, excluding noncapillary porosity,   significantly differed among the groups in all soil layers.   Additionally, the values of available phosphorus, sodium, potassium,   calcium, and magnesium were higher in the invaded stands, but the total   nitrogen and organic matter contents were lower. Masson pine does not   become reestablished following PWD-induced mortality but is instead   replaced by broad-leaved tree species. Among the 19 examined   environmental variables, five were found to be significantly related   with the ordination of plant community structure: Masson pine stumps   (MPS), K+, capillary water holding capacity (CWHC), capillary porosity   (CP), and soil water content (SWC). Among these factors, the plant   community structure was principally related to MPS and K+. The findings   of this study show that the outbreak of PWD has impacted Masson pine   forest soil properties and altered forest community composition. The   disease is negatively related with the presence of Masson pine and   positively associated with that of broad-leaved tree species.",636,YES,SH,yes,,
"David B. Lindenmayer, Joern Fischer, Adam Felton, Rebecca Montague-Drake, Adrian D. Manning, Dan Simberloff, Kara Youngentob, Debbie Saunders, David Wilson, Annika M. Felton, Caroline Blackmore, Arianne Lowe, Suzi Bond, Nicki Munro, Carole P. Elliott",2007,The complementarity of single-species and ecosystem-oriented research in   conservation research,OIKOS,1220-1226,1220-1226,10.1111/j.2007.0030-1299.15683.x,"There has been much debate about the relative merits of single-species   vs ecosystem-oriented research for conservation. This debate has become   increasingly important in recent times as resource managers and policy   makers in some jurisdictions focus on ecosystem-level problems. We   highlight the potential strengths and limitations of both kinds of   research, discuss their complementarity and highlight problems that may   arise where competition occurs between the two kinds of research.   While a combination of approaches is ideal, a scarcity of funding, time,   and expertise means it is impossible to study and manage each species,   ecological process, or ecological pattern separately. Making decisions   about priorities for the kinds of research, priorities for the kinds of   conservation management, and associated allocation of scarce funds is a   non-trivial task. We argue for an approach whereby limited resources for   conservation research are targeted at projects most likely to close   important knowledge gaps, while also promoting ongoing synergies between   single-species and ecosystem-oriented research.",637,NO,SH,,,
"Miranda E. Welsh, James Patrick Cronin, Charles E. Mitchell",2016,The role of habitat filtering in the leaf economics spectrum and plant   susceptibility to pathogen infection,JOURNAL OF ECOLOGY,1768-1777,1768-1777,10.1111/1365-2745.12632,"The leaf economics spectrum (LES) describes global covariation in the   traits of plant leaves. The LES is thought to arise from biophysical   constraints and habitat filtering (ecological selection against unfit   trait combinations along environmental gradients). However, the role of   habitat filtering in generating the LES has not been tested   experimentally. If the process of habitat filtering plays a role in   generating the LES, the LES could weaken in communities that have yet to   be filtered by the current environment, for example after abiotic   environmental change. LES traits are commonly used to predict community   and ecosystem processes, and if the LES weakens in unfiltered   communities, LES-based models may no longer apply. In the glasshouse, we   experimentally simulated three stages of habitat filtering in response   to abiotic change: from unfiltered, to semi-filtered, to completely   filtered communities. In each stage, we quantified the strength of the   LES and assessed the accuracy of trait-based models of an important   ecological process, pathogen infection. The strength of the LES   increased with the completeness of habitat filtering, as did the   accuracy of trait-based models of plant susceptibility to pathogen   infection.Synthesis. Our results suggest that habitat filtering plays a   fundamental role in strengthening the trait correlations of the LES and   that trait-based models may be less accurate when communities have not   been filtered by the current environment, for example, following rapid   environmental change.",638,NO,SH,,,
