AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Cheryl R. Krull, Josie A. Galbraith, Al S. Glen, Helen W. Nathan",2015,Invasive vertebrates in Australia and New Zealand,NA,197-226,197-226,NA,"Invasive vertebrate species have had a dramatic impact on the unique   native ecosystems of both Australia and New Zealand. Some of these   species were accidentally introduced, though many were introduced   deliberately for a number of reasons: as a food resource, for hunting   and trade, as a mode of transportation, as a control tool for other   pests, and by acclimatisation societies to remind colonists of home.   Regardless of the method of introduction, these invasive species have   had major negative impacts on the native flora and fauna, including   herbivory, predation, competition, disease, hybridisation and habitat   change, and have also affected human health and industry. In both   countries the aim is now to prevent establishment of new invasive   species and preserve key areas of high biodiversity value through the   control or eradication of invasive species.",2027,NO,CS,,,
"Trevor J. Willis, Kimberly T. L. Berglof, Rona A. R. McGill, Luigi Musco, Stefano Piraino, Claire M. Rumsey, Tomas Vega Fernandez, Fabio Badalamenti",2017,Kleptopredation: a mechanism to facilitate planktivory in a benthic   mollusc,BIOLOGY LETTERS,NA,NA,10.1098/rsbl.2017.0447,"Predation occurs when an organism completely or partially consumes its   prey. Partial consumption is typical of herbivores but is also common in   some marine microbenthic carnivores that feed on colonial organisms.   Associations between nudibranch molluscs and colonial hydroids have long   been assumed to be simple predator-prey relationships. Here we show that   while the aeolid nudibranch Cratena peregrina does prey directly on the   hydranths of Eudendrium racemosum, it is stimulated to feed when   hydranths have captured and are handling prey, thus ingesting recently   captured plankton along with the hydroid polyp such that plankton form   at least half of the nudibranch diet. The nudibranch is thus largely   planktivorous, facilitated by use of the hydroid for prey capture. At   the scale of the colony this combines predation with kleptoparasitism, a   type of competition that involves the theft of already-procured items to   form a feeding mode that does not fit into existing classifications,   which we term kleptopredation. This strategy of subsidized predation   helps explain how obligate-feeding nudibranchs obtain sufficient energy   for reproduction from an ephemeral food source.",2028,NO,CS,,,
"Bryony Sands, Richard Wall",2017,Dung beetles reduce livestock gastrointestinal parasite availability on   pasture,JOURNAL OF APPLIED ECOLOGY,1180-1189,1180-1189,10.1111/1365-2664.12821,"Anthelmintics are widely used to control gastrointestinal parasites of   livestock. However, the residues of these compounds, particularly the   macrocyclic lactones, are excreted largely unmetabolised in faeces,   where they may have toxic effects on dung-colonising insects.   Impoverishment of the coprophagous beetle community impairs the process   of dung recycling and, as a result, may enhance the persistence of   dung-dwelling helminth parasitic stages. To test this possibility, a   large-scale field trial was conducted in south-west England. The   availability of infective parasite helminth larvae (L-3) was   investigated on the herbage around 240 artificial 1-kg dung pats that   had been constructed from the faeces of beef cattle with naturally   acquired strongyle infections. Herbage up to 15cm surrounding each pat   was sampled at 2, 4, 6, 8 and 10weeks after deposition. Pats were   subject to enhanced, natural or no dung beetle colonisation and   uncontrolled or enhanced rainfall. Under uncontrolled rainfall   conditions, 2weeks after pat deposition, significantly more L-3 were   recovered from around pats that were exposed to beetle colonisation than   from pats that were not colonised. However, by week 8, significantly   fewer L-3 were recovered from around pats that were exposed to beetle   colonisation compared to uncolonised pats. Under conditions of enhanced   rainfall, pats yielded significantly more L-3 than under uncontrolled   rainfall conditions, and there were no differences in recovery from   herbage around pats with enhanced, natural or no beetle colonisation.   The data suggest that over the duration of a summer grazing season,   temperate habitat dung-colonising insect communities, which include   mainly small endocoprid dung beetles of the genus Aphodius, can reduce   the development and survival of livestock gastrointestinal parasites on   pastures, but that this can be overridden by the effect of high   rainfall.Synthesis and applications. The work demonstrates that   conservation of dung beetle populations in temperate climates is   important in livestock management, not only for their essential role in   dung degradation and nutrient cycling, but because their activity can   also reduce the survival and availability of gastrointestinal parasites   on pastures.   The work demonstrates that conservation of dung beetle populations in   temperate climates is important in livestock management, not only for   their essential role in dung degradation and nutrient cycling, but   because their activity can also reduce the survival and availability of   gastrointestinal parasites on pastures.",2029,NO,CS,,,
"R. M. U. K. Gunarathne, G. A. D. Perera",2016,Does the invasion of Prosopis juliflora cause the die-back of the native   Manilkara hexandra in seasonally dry tropical forests of Sri Lanka?,TROPICAL ECOLOGY,475-488,475-488,NA,"Invasion by Prosopis juliflora that would lead to the die-back of   Manilkara hexandra in tropical semi-deciduous forests at Bundala   National Park, Sri Lanka, was examined by conducting both in vitro and   in vivo experiments. Individuals of the two species were enumerated in   sixteen 20 x 20 m(2) experimental plots established in forests over 4   disturbance regimes. In vitro experiments to detect the presence of   allelopathic chemicals in P. juliflora were carried out through a seed   germination bio-assay, while the effects of these chemicals on seedling   growth performance of M. hexandra and the competition between the two   species were examined under glass house conditions. Results revealed   that the abundance of P. juliflora and the number of dead individuals of   M. hexandra in the forests were positively correlated. Seed germination   bio-assay confirmed the presence of allelochemicals in P. juliflora.   Further, pot experiments revealed that P. juliflora could not outperform   M. hexandra in well moist soil conditions. However, fast growing P.   juliflora can efficiently draw ground water through its extended root   system, which probably creates a water scarcity during drought periods   and may lead to the die-back of M. hexandra. Water soluble   allelochemicals of P. juliflora may easily be washed away with rain   water and, thus, may not create a severe impact on M. hexandra under   well moist soil conditions. This reiterates the necessity of controlling   this invader in seasonally dry environments.",2030,NO,CS,,,
"G. Aguileta, J. Lengelle, S. Marthey, H. Chiapello, F. Rodolphe, A. Gendrault, R. Yockteng, E. Vercken, B. Devier, M. C. Fontaine, P. Wincker, C. Dossat, C. Cruaud, A. Couloux, T. Giraud",2010,Finding candidate genes under positive selection in Non-model species:   examples of genes involved in host specialization in pathogens,MOLECULAR ECOLOGY,292-306,292-306,10.1111/j.1365-294X.2009.04454.x,"Numerous genes in diverse organisms have been shown to be under positive   selection, especially genes involved in reproduction, adaptation to   contrasting environments, hybrid inviability, and host-pathogen   interactions. Looking for genes under positive selection in pathogens   has been a priority in efforts to investigate coevolution dynamics and   to develop vaccines or drugs. To elucidate the functions involved in   host specialization, here we aimed at identifying candidate sequences   that could have evolved under positive selection among closely related   pathogens specialized on different hosts. For this goal, we sequenced c.   17 000-32 000 ESTs from each of four Microbotryum species, which are   fungal pathogens responsible for anther smut disease on host plants in   the Caryophyllaceae. Forty-two of the 372 predicted orthologous genes   showed significant signal of positive selection, which represents a good   number of candidate genes for further investigation. Sequencing 16 of   these genes in 9 additional Microbotryum species confirmed that they   have indeed been rapidly evolving in the pathogen species specialized on   different hosts. The genes showing significant signals of positive   selection were putatively involved in nutrient uptake from the host,   secondary metabolite synthesis and secretion, respiration under   stressful conditions and stress response, hyphal growth and   differentiation, and regulation of expression by other genes. Many of   these genes had transmembrane domains and may therefore also be involved   in pathogen recognition by the host. Our approach thus revealed fruitful   and should be feasible for many non-model organisms for which candidate   genes for diversifying selection are needed.",2031,NO,CS,,,
"Nadejda A. Soudzilovskaia, Jacob C. Douma, Asem A. Akhmetzhanova, Peter M. van Bodegom, William K. Cornwell, Esther J. Moens, Kathleen K. Treseder, Mark Tibbett, Ying-Ping Wang, Johannes H. C. Cornelissen",2015,Global patterns of plant root colonization intensity by mycorrhizal   fungi explained by climate and soil chemistry,GLOBAL ECOLOGY AND BIOGEOGRAPHY,371-382,371-382,10.1111/geb.12272,"AimMost vascular plants on Earth form mycorrhizae, a symbiotic   relationship between plants and fungi. Despite the broad recognition of   the importance of mycorrhizae for global carbon and nutrient cycling, we   do not know how soil and climate variables relate to the intensity of   colonization of plant roots by mycorrhizal fungi. Here we quantify the   global patterns of these relationships.   LocationGlobal.   MethodsData on plant root colonization intensities by the two dominant   types of mycorrhizal fungi world-wide, arbuscular (4887 plant species in   233 sites) and ectomycorrhizal fungi (125 plant species in 92 sites),   were compiled from published studies. Data for climatic and soil factors   were extracted from global datasets. For a given mycorrhizal type, we   calculated at each site the mean root colonization intensity by   mycorrhizal fungi across all potentially mycorrhizal plant species found   at the site, and subjected these data to generalized additive model   regression analysis with environmental factors as predictor variables.   ResultsWe show for the first time that at the global scale the intensity   of plant root colonization by arbuscular mycorrhizal fungi strongly   relates to warm-season temperature, frost periods and soil   carbon-to-nitrogen ratio, and is highest at sites featuring continental   climates with mild summers and a high availability of soil nitrogen. In   contrast, the intensity of ectomycorrhizal infection in plant roots is   related to soil acidity, soil carbon-to-nitrogen ratio and seasonality   of precipitation, and is highest at sites with acidic soils and   relatively constant precipitation levels.   Main conclusionsWe provide the first quantitative global maps of   intensity of mycorrhizal colonization based on environmental drivers,   and suggest that environmental changes will affect distinct types of   mycorrhizae differently. Future analyses of the potential effects of   environmental change on global carbon and nutrient cycling via   mycorrhizal pathways will need to take into account the relationships   discovered in this study.",2032,NO,CS,,,
"Clinton A. Stonecipher, Kip E. Panter, Kevin B. Jensen, Craig W. Rigby, Juan J. Villalba",2017,Revegetation of Medusahead-Invaded Rangelands in the Channeled Scablands   of Eastern Washington,RANGELAND ECOLOGY \& MANAGEMENT,388-395,388-395,10.1016/j.rama.2016.11.002,"Vegetation on the Channeled Scablands of eastern Washington has been   altered to a community dominated by medusahead (Taeniatherum   caput-medusae [L] Nevski). Medusahead is used by livestock but becomes   unpalatable as the plant matures and seed heads develop, thus decreasing   carrying capacity. The objective of this study was to determine if   improved cool-season grasses could establish and persist on   medusahead-infested rangelands in the region. A split-plot randomized   complete block design consisting of four blocks was established at three   different locations. Plots were treated with herbicides to remove all   vegetation and seeded in 2010. Seeded species included introduced   cool-season grass cultivars: Hycrest II crested wheatgrass (Agropyron   cristatum [L] Gaertn.), Vavilov II Siberian wheatgrass (Agropyron   fragile [Roth] P. Candargy), Bozoisky II Russian wildrye   (Psathyrostachys juncea [Fisch.] Nevski), and a native cool-season   grass mix composed of Sherman big bluegrass (Poa secunda J. Presl),   Secar Snake River wheatgrass (Elymus wawawaiensis J. Carlson \&   Barkworth), Bannock Thickspike wheatgrass (Elymus lanceolatus [Scribn.   82 J. G. Sm.] Gould), and Recovery Western wheatgrass (Pascopyrum   smithii [Rydb.] A Love). Sherman big bluegrass was the only native   species that established, and frequency was 65\% at the end of the   study. Hycrest II frequency was 48\% at the end of the study. Vavilov II   frequency was 50\% at the end of the study. Sherman big bluegrass   matured early in the season and had greater biomass production than   Hycrest II and Vavilov II in May. The later-maturing Hycrest II and   Vavilov II were similar in biomass production to Sherman big bluegrass   in July. Bozoisky II had poor stand establishment and did not persist.   Hycrest II, Vavilov II, and Sherman big bluegrass are forages that can   be used for revegetation on the Channeled Scablands of eastern   Washington. Published by Elsevier Inc. on behalf of The Society for   Range Management.",2033,NO,CS,,,
"James W. Petranka, Elizabeth M. Harp, C. Tate Holbrook, Jennifer A. Hamel",2007,Long-term persistence of amphibian populations in a restored wetland   complex,BIOLOGICAL CONSERVATION,371-380,371-380,10.1016/j.biocon.2007.05.002,"Although breeding habitats for amphibians are frequently created in   restored wetlands, populations at restored sites often have no   connectivity to neighboring populations and are vulnerable to site-wide   extinctions. We conducted a 13-year study to examine the persistence of   amphibian populations at a geographically isolated restoration site in   western North Carolina. We created a complex of breeding sites that were   intended to buffer populations from environmental stressors and to   enhance population persistence. Our primary efforts involved monitoring   the use of 10 constructed and 10 reference ponds on site. We estimated   annual juvenile production of the wood frog (Lithobates sylvaticus) and   spotted salamander (Ambystoma maculatum) based on the number of larvae   in ponds at the initiation of metamorphosis. We documented changes in   adult breeding population size based on annual censuses of egg masses.   Most constructed and reference ponds failed to produce juveniles   annually between 1998 and 2006 as a result of stressors that included a   drought, outbreaks of a lethal pathogen (Ranavirus), and the widespread   occupancy of constructed ponds by fish. Despite numerous reproductive   failures, a few ponds produced juveniles annually at rates that allowed   wood frog and spotted salamander populations to persist at high levels.   Both species exhibited strong resistance to environmental stressors, and   none of six other pond-breeding amphibians that were monitored suffered   site-wide extinctions from 1996 to 2006. Our results provide evidence   that complex wetland designs may enhance the resistance and long-term   persistence of populations that have little or no connectivity to   neighboring populations. (C) 2007 Elsevier Ltd. All rights reserved.",2034,NO,CS,,,
"Fengjuan Pan, Na Li, Wenxiu Zou, Xiaozeng Han, Neil B. McLaughlin",2016,Soil nematode community structure and metabolic footprint in the early   pedogenesis of a Mollisol,EUROPEAN JOURNAL OF SOIL BIOLOGY,17-25,17-25,10.1016/j.ejsobi.2016.09.004,"Soil nematodes play an important role in soil food webs and are known to   be sensitive to agricultural practices such as land use and green manure   or crop residue inputs. However, such effects are largely unknown in   young soil in the initial stage of soil formation. We measured nematode   populations in an ongoing field experiment that was originally   established to investigate the effect of agricultural practices on the   early development of a Mollisol from parent material. Six field   management practices were included: natural fallow (NatF), alfalfa   (Alfa), and annual cropped fields without fertilization or crop residue   input (F0C0), with fertilization but no crop residue input (F1C0), with   fertilization and crop residue input (F1C1), and a parent material soil   (PM). No nematodes were found in PM, but 37 nematode genera were   identified after 8 years of soil development from PM. Management   practices influenced the abundance of soil nematodes. The abundance of   plant parasites was higher in Alfa than in NatF, and lowest in F0C0 and   F1C1. Bacterivores were most abundant in Alfa and F1C1. In the graph of   structure index vs. enrichment index, Alfa and F1C1 were located in   disturbed quadrant; F1C0 was located in degraded quadrant, and NatF and   F0C0 were located in maturing quadrant. The metabolic footprint of the   plant parasites was larger in NatF and Alfa than in F0C0. The metabolic   footprint of the bacterivores was larger in Alfa and F1C1 than in F0C0.   The bacterivores and predators-omnivores were positively related to SOC   in C flows. The management practices were clearly separated from each   other on partial RDA bioplot; soil nematode genera were strongly related   to soil properties, suggesting the soil nematode community was driven by   management practices mediated via soil properties in the early stage of   the Mollisol development. Our study indicates the ecosystem function of   the similar eroded soils can be recovered by agricultural management   practices. (C) 2016 Elsevier Masson SAS. All rights reserved.",2035,NO,CS,,,
"M. E. Rezaei, M. Barmaki, H. Veisi",2018,"ENVIRONMENTAL IMPACT ASSESSMENT (EIA) OF ALTERNATIVE POTATO CROPPING   SYSTEMS IN HAMADAN PROVINCE, IRAN",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,535-552,535-552,10.15666/aeer/1601\_535552,"Potato is a staple food crop and a most important agricultural commodity   in Hamadan Province, Iran. However, the province is facing such problems   as water scarcity, nitrate pollution, and plant disease epidemics. This   study explored the environmental impact assessment of potato cropping   systems in Hamadan Province, Iran. To this purpose, 8 agri-environmental   indicators were used for the EIAs of 4 potato cropping systems. These   indicators included environmental potential risk indicator for   pesticides, water use efficiency, nitrogen leaching, CO2 emission,   energy use, biodiversity, golden potato cyst nematode, and land use. The   4 systems included traditional potato system, quasi-industrial potato   system, industrial potato system, and government-promoted potato system   and 5 groups of features were used to describe the mentioned systems:   (1) irrigation methods; (2) seed placement; (3) machinery use; (4)   agrochemical use; and (5) crops rotation. The results revealed that the   traditional potato system had the lowest negative impact on the   environment. Of the potato production systems studied, the   government-promoted potato system, quasi-industrial potato system, and   industrial potato system had successively fewer negative effects on the   environment. Finally, some strategies are recommended for designing a   new benchmark encompassing environmental thresholds using   agri-environmental indicator scores and their relationships.",2036,NO,CS,,,
"Xiaolong Wang, Lin Li, Wei Zhao, Jiaxin Zhao, Xia Chen",2017,"Rhododendron aureum Georgi formed a special soil microbial community and   competed with above-ground plants on the tundra of the Changbai   Mountain, China",ECOLOGY AND EVOLUTION,7503-7514,7503-7514,10.1002/ece3.3307,"Rhododendron aureum Georgi is a perennial evergreen dwarf shrub that   grows at all elevations within the alpine tundra of northern China.   Previous research has investigated the plant communities of R. aureum;   however, little information is available regarding interspecific   competition and underground soil microbial community composition. The   objective of our study was to determine whether the presence of R.   aureum creates a unique soil microbiome and to investigate the   relationship between R. aureum and other plant species. Our study site   ranged from 1,800 to 2,600m above sea level on the northern slope of the   Changbai Mountain. The results show that the soil from sites with an R.   aureum community had a higher abundance of nitrogen-fixing bacteria and   a higher resistance to pathogens than soils from sites without R.   aureum. We emphasize that R. aureum promotes a unique soil microbial   community structure that is distinct from those associated with other   plants. Elevation and microbial biomass were the main influencing   factors for plant community structure. Analysis of interspecific   relationships reveals that R. aureum is negatively associated with most   other dominant shrubs and herbs, suggesting interspecific competition.   It is necessary to focus on other dominant species if protection and   restoration of the R. aureum competition is to occur. In the future,   more is needed to prove whether R. aureum decreases species diversity in   the tundra ecosystems of Changbai Mountain.",2037,NO,CS,,,
"Veronica Ferreira, Elena Voronina",2016,Impact of Climate Change on Aquatic Hypho- and Terrestrial Macromycetes,NA,53-72,53-72,NA,"Freshwater fungi are important components of heterotrophic food webs in   woodland streams. These organisms are pioneer colonizers of submerged   litter derived from the terrestrial surroundings, and through their   activities, they mineralize litter carbon and nutrients and convert dead   organic matter into biomass, establishing the link between basal   resources and higher trophic levels. Likewise, soil macrofungi play a   key role in forest plant communities as litter and wood decomposers,   mycorrhizal symbionts or xyloparasites. High saprotrophic activity   determines their significance in providing access to nutrients for other   groups of organisms. Here, we address direct and indirect effects of   climate change on the community composition, growth, reproduction,   metabolism, and decomposing activity of aquatic hyphomycetes, and on the   growth, abundance, fruiting phenology, community structure and   distribution of terrestrial macromycetes, primarily ectomycorrhizal   fungi, but also saprotrophs. Evidence so far suggests that future global   climate change will affect aquatic hyphomycete activity and community   structure, with consequences for the functioning of woodland streams.   Similarly, macromycetes will experience changes in community structure,   and shifts in phenology and distribution. The individual responses of   ectomycorrhizal fungi to global changes are particularly difficult to   address because these fungi depend on host plants and cannot be   dissociated from them. We offer several proposals to advance knowledge   on the effects of global climate change on these fungi.",2038,NO,CS,,,
Jason Munshi-South,2012,Urban landscape genetics: canopy cover predicts gene flow between   white-footed mouse (Peromyscus leucopus) populations in New York City,MOLECULAR ECOLOGY,1360-1378,1360-1378,10.1111/j.1365-294X.2012.05476.x,"In this study, I examine the influence of urban canopy cover on gene   flow between 15 white-footed mouse (Peromyscus leucopus) populations in   New York City parklands. Parks in the urban core are often highly   fragmented, leading to rapid genetic differentiation of relatively   nonvagile species. However, a diverse array of green spaces may provide   dispersal corridors through grey urban infrastructure. I identify urban   landscape features that promote genetic connectivity in an urban   environment and compare the success of two different landscape   connectivity approaches at explaining gene flow. Gene flow was   associated with effective distances between populations that were   calculated based on per cent tree canopy cover using two different   approaches: (i) isolation by effective distance (IED) that calculates   the single best pathway to minimize passage through high-resistance   (i.e. low canopy cover) areas, and (ii) isolation by resistance (IBR),   an implementation of circuit theory that identifies all low-resistance   paths through the landscape. IBR, but not IED, models were significantly   associated with three measures of gene flow (Nm from FST, BayesAss+ and   Migrate-n) after factoring out the influence of isolation by distance   using partial Mantel tests. Predicted corridors for gene flow between   city parks were largely narrow, linear parklands or vegetated spaces   that are not managed for wildlife, such as cemeteries and roadway   medians. These results have implications for understanding the impacts   of urbanization trends on native wildlife, as well as for urban   reforestation efforts that aim to improve urban ecosystem processes.",2039,NO,CS,,,
David M. Watson,2009,Parasitic plants as facilitators: more Dryad than Dracula?,JOURNAL OF ECOLOGY,1151-1159,1151-1159,10.1111/j.1365-2745.2009.01576.x,"P>Despite being components of most vegetation types, the community-level   effects of parasitic plants are often ignored. The few studies adopting   a broader view have revealed that these plants mediate a series of   direct and indirect competitive and facilitative effects on community   structure and ecosystem processes.   I summarize findings from the two best-studied systems: a set of   experimental and manipulative studies from northern Sweden and an   integrated research programme in southern Australia, both focusing on   the most abundant hemiparasite in the region -Bartsia alpina   (Orobanchaceae; Lamiales) and Amyema miquelii (Loranthaceae;   Santalales), respectively.   Despite broad-based differences between these regions, their vegetation   types and biotic constituents, rates of litter-fall, litter   decomposition, nutrient return and plant growth all increased near the   hemiparasites in both cases. This leads to changes in the abundance of   other plants and the increased species richness and total biomass   reflects an indirect form of facilitation.   In addition to reallocation of nutrients from host tissues, some of the   additional nutrients may be excreted by other organisms, such as   visiting pollinators, seed dispersers, herbivores and members of   below-ground decomposer communities. Small-scale heterogeneity in   nutrient availability could provide a mechanistic process underlying the   role of parasitic plants as keystone resources.   Parasitic plants can be regarded as either malevolent predators   (Dracula) or charitable benefactors(Robin Hood), but may be better   described as Dryads (Greek deities associated with specific trees,   which, in addition to being reliant on their host for their wellbeing,   affect nearby trees and visiting animals, rendering the surrounding   stand a sacred grove).   Synthesis. The Dryad role may be applicable to a wide range of   facilitators, whereby indirect interactions with other organisms affect   both hosts and adjacent plants, augmenting direct plant-plant   interactions. However, while consistent with both case studies and   information from studies of other parasitic plants, this role may be   most apparent in low productivity systems. Addition, removal and animal   exclosure experiments are highlighted as useful approaches to quantify   the community-level influence of parasitic plants, in addition to   dedicated work on the below-ground influences of parasitic plants.",2040,YES,CS,no,review,
"Liesje Mommer, Jasper van Ruijven, Hannie de Caluwe, Annemiek E. Smit-Tiekstra, Cornelis A. M. Wagemaker, N. Joop Ouborg, Gerard M. Bogemann, Gerard M. van der Weerden, Frank Berendse, Hans de Kroon",2010,Unveiling below-ground species abundance in a biodiversity experiment: a   test of vertical niche differentiation among grassland species,JOURNAL OF ECOLOGY,1117-1127,1117-1127,10.1111/j.1365-2745.2010.01702.x,"P>1. Plant diversity has profound effects on primary production. Plant   diversity has been shown to correlate with increased primary production   in nutrient-limited grassland ecosystems. This overyielding has been   attributed to vertical niche differentiation among species below-ground,   allowing for complementarity in resource capture. However, a rigorous   test of this longstanding hypothesis is lacking because roots of   different species could not be distinguished in diverse communities.   2. Here, we present the first application of a DNA-based technique that   quantifies species abundances in multispecies root samples. We were thus   able to compare root distributions in monocultures of two grasses and   two forbs with root distributions in four-species mixtures. In order to   investigate if vertical niche differentiation is driven by soil nutrient   depletion, the topsoil layer of the communities were either   nutrient-rich or -poor.   3. Immediately in the first year, 40\% more root biomass was produced in   mixtures than expected from the monocultures, together with significant   below-ground complementarity effects, probably preceding above-ground   overyielding. This below-ground overyielding appeared not to be the   result of vertical niche differentiation, as rooting depth of the   community tended to decrease, rather than increase in mixtures compared   to monocultures. Roots thus tended to clump in the very dense topsoil   layer rather than segregate over the whole profile in mixtures. The   below-ground overyielding was mainly driven by enhanced root investments   of one species, Anthoxanthum odoratum, in the densely rooted topsoil   layer without retarding the growth of the other species.   4. Synthesis. Conventional ecological mechanisms, such as competition   for nutrients, do not seem to be able to explain the increased root   investments of A. odoratum in mixtures compared to monocultures, with   apparently little effect on the root growth of the other species.   Instead, the observed root responses are consistent with   species-specific root recognition responses. From a community   perspective, the observed early below-ground overyielding may initiate   the recently reported increased soil organic matter, mineralization and   N availability and thus may ultimately be responsible for the higher   productivity at high plant species diversity.",2041,NO,CS,,,
"Xoaquin Moreira, Kailen A. Mooney",2013,Influence of plant genetic diversity on interactions between higher   trophic levels,BIOLOGY LETTERS,NA,NA,10.1098/rsbl.2013.0133,"While the ecological consequences of plant diversity have received much   attention, the mechanisms by which intraspecific diversity affects   associated communities remains understudied. We report on a field   experiment documenting the effects of patch diversity in the plant   Baccharis salicifolia (genotypic monocultures versus polycultures of   four genotypes), ants (presence versus absence) and their interaction on   ant-tended aphids, ants and parasitic wasps, and the mechanistic   pathways by which diversity influences their multi-trophic interactions.   Five months after planting, polycultures (versus monocultures) had   increased abundances of aphids (threefold), ants (3.2-fold) and   parasitoids (1.7-fold) owing to non-additive effects of genetic   diversity. The effect on aphids was direct, as plant genetic diversity   did not mediate ant-aphid, parasitoid-aphid or ant-parasitoid   interactions. This increase in aphid abundance occurred even though   plant growth (and thus aphid resources) was not higher in polycultures.   The increase in ants and parasitoids was an indirect effect, due   entirely to higher aphid abundance. Ants reduced parasitoid abundance by   60 per cent, but did not affect aphid abundance or plant growth, and   these top-down effects were equivalent between monocultures and   polycultures. In summary, intraspecific plant diversity did not increase   primary productivity, but nevertheless had strong effects across   multiple trophic levels, and effects on both herbivore mutualists and   enemies could be predicted entirely as an extension of plant-herbivore   interactions.",2042,NO,CS,,,
"A. R. E. Sinclair, Simon A. R. Mduma, J. Grant C. Hopcraft, John M. Fryxell, Ray Hilborn, Simon Thirgood",2007,Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,CONSERVATION BIOLOGY,580-590,580-590,10.1111/j.1523-1739.2007.00699.x,"Data from long-term ecological studies further understanding of   ecosystem dynamics and can guide evidence-based management. In a   quasi-natural experiment we examined long-term monitoring data on   different components of the Serengeti Mara Ecosystem to trace the   effects of disturbances and thus to elucidate cause-and-effect   connections between them. The long-term data illustrated the role of   food limitation in population regulation in mammals, particularly in   migratory wildebeest and nonmigratory buffalo. Predation limited   populations of smaller resident ungulates and small carnivores. Abiotic   events, such as droughts and floods, created disturbances that affected   survivorship of ungulates and birds. Such disturbances showed feedbacks   between biotic and abiotic realms. Interactions between elephants and   their food allowed savanna and grassland communities to co-occur. With   increased woodland vegetation, predators' capture of prey increased.   Anthropogenic disturbances had direct (hunting) and indirect (transfer   of disease to wildlife) effects. Slow and rapid changes and multiple   ecosystem states became apparent only over several decades and involved   events at different spatial scales. Conservation efforts should   accommodate both infrequent and unpredictable events and long-term   trends. Management should plan on the time scale of those events and   should not aim to maintain the status quo. Systems can be   self-regulating through food availability and predator-prey   interactions; thus, culling may not be required. Ecosystems can occur in   multiple states; thus, there may be no a priori need to maintain one   natural state. Finally, conservation efforts outside protected areas   must distinguish between natural change and direct human-induced change.   Protected areas can act as ecological baselines in which human-induced   change is kept to a minimum.",2043,NO,CS,,,
"Kathleen Beyer, Rodolphe E. Gozlan, Gordon H. Copp",2010,Social network properties within a fish assemblage invaded by non-native   sunbleak Leucaspius delineatus,ECOLOGICAL MODELLING,2118-2122,2118-2122,10.1016/j.ecolmodel.2010.06.002,"Network theory is commonly used to reveal social interactions and the   organisation of interconnected nodes but has not yet been applied to   animal invasions. Non-native species invasions are now considered one of   the foremost threats to natural ecosystems and biodiversity. This is the   first attempt to assess social network properties within a freshwater   fish assemblage invaded by a non-native fish species. We show that   invasive sunbleak Leucaspius delineatus is socially more strongly   interconnected with native species than the native species with each   other. The social networks also reveal characteristics of a `small   world' such as low clustering coefficients C and short path lengths L.   The findings may indicate potential traits of successful invaders and   the implication for the spread of pathogens between individuals within a   group of animals that contain a non-native invasive species. The success   of establishment and subsequent invasion may be highlighted not only by   the capacity of the new species to adapt to the new environment, but   also in its capacity to penetrate the social circle of the native   community. Crown Copyright (C) 2010 Published by Elsevier B.V. All   rights reserved.",2044,NO,CS,,,
"Justine A. Smith, Yiwei Wang, Christopher C. Wilmers",2016,Spatial characteristics of residential development shift large carnivore   prey habits,JOURNAL OF WILDLIFE MANAGEMENT,1040-1048,1040-1048,10.1002/jwmg.21098,"Understanding how anthropogenic development affects food webs is   essential to implementing sustainable growth measures, yet little is   known about how the spatial configuration of residential development   affects the foraging behavior and prey habits of top predators. We   examined the influence of the spatial characteristics of residential   development on prey composition in the puma (Puma concolor). We located   the prey remains of kills from 32 pumas fitted with global positioning   system (GPS) satellite collars to determine the housing characteristics   most influencing prey size and species composition. We examined how   differences in housing density, proximity, and clustering influenced   puma prey size and diversity. We found that at both local (150m) and   regional (1km) spatial scales surrounding puma kill sites, housing   density (but not the clustering of housing) was the greatest contributor   to puma consumption of small prey (<20kg), which primarily comprised   human commensals or pets. The species-specific relationships between   housing density and prey occupancy and detection rates assessed using   camera traps were not always similar to those between housing density   and proportions of diet, suggesting that pumas may exercise some diet   selectivity. The influence of development on puma diet may affect puma   disease risk, energetics, and demographics because of altered species   interactions and prey-specific profiles of energetic gain and cost. Our   results can help guide future land-use planners seeking to minimize the   impacts of development on wild species interactions and community   dynamics. (c) 2016 The Wildlife Society.",2045,NO,CS,,,
