AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,include-old,screened_by,double-check,include_article_review,exclude_reason,notes
"Oriol Grau, Jozsef Geml, Aaron Perez-Haase, Josep M. Ninot, Tatiana A. Semenova-Nelsen, Josep Penuelas",2017,Abrupt changes in the composition and function of fungal communities   along an environmental gradient in the high Arctic,MOLECULAR ECOLOGY,4798-4810,4798-4810,10.1111/mec.14227,"Fungi play a key role in soil-plant interactions, nutrient cycling and   carbon flow and are essential for the functioning of arctic terrestrial   ecosystems. Some studies have shown that the composition of fungal   communities is highly sensitive to variations in environmental   conditions, but little is known about how the conditions control the   role of fungal communities (i.e., their ecosystem function). We used DNA   metabarcoding to compare taxonomic and functional composition of fungal   communities along a gradient of environmental severity in Northeast   Greenland. We analysed soil samples from fell fields, heaths and   snowbeds, three habitats with very contrasting abiotic conditions. We   also assessed within-habitat differences by comparing three widespread   microhabitats (patches with high cover of Dryas, Salix, or bare soil).   The data suggest that, along the sampled mesotopographic gradient, the   greatest differences in both fungal richness and community composition   are observed amongst habitats, while the effect of microhabitat is   weaker, although still significant. Furthermore, we found that richness   and community composition of fungi are shaped primarily by abiotic   factors and to a lesser, though still significant extent, by floristic   composition. Along this mesotopographic gradient, environmental severity   is strongly correlated with richness in all fungal functional groups:   positively in saprotrophic, pathogenic and lichenised fungi, and   negatively in ectomycorrhizal and root endophytic fungi. Our results   suggest complex interactions amongst functional groups, possibly due to   nutrient limitation or competitive exclusion, with potential   implications on soil carbon stocks. These findings are important in the   light of the environmental changes predicted for the Arctic.",972,NO,,BH,check,,,
"Clifton P. Bueno de Mesquita, Andrew J. King, Steven K. Schmidt, Emily C. Farrer, Katharine N. Suding",2016,Incorporating biotic factors in species distribution modeling: are   interactions with soil microbes important?,ECOGRAPHY,970-980,970-980,10.1111/ecog.01797,"It is increasingly recognized that species distributions are driven by   both abiotic factors and biotic interactions. Despite much recent work   incorporating competition, predation, and mutualism into species   distribution models (SDMs), the focus has been confined to aboveground   macroscopic interactions. Biotic interactions between plants and soil   microbial communities are understudied as potentially important drivers   of plant distributions. Some soil bacteria promote plant growth by   cycling nutrients, while others are pathogenic; thus they have a high   potential for influencing plant occurrence. We investigated the   influence of soil bacterial clades on the distributions of bryophytes   and 12 vascular plant species in a high elevation talus-field ecosystem   in the Rocky Mountain Front Range, Colorado, USA. We used an   information-theoretic criterion (AICc) modeling approach to compare SDMs   with the following different sets of predictors: abiotic variables,   abiotic variables and other plant abundances, abiotic variables and soil   bacteria clade relative abundances, and a full model with abiotic   factors, plant abundances, and bacteria relative abundances. We   predicted that bacteria would influence plant distributions both   positively and negatively, and that these interactions would improve   prediction of plant species distributions. We found that inclusion of   either plant or bacteria biotic predictors generally improved the fit,   deviance explained, and predictive power of the SDMs, and for the   majority of the species, adding information on both other plants and   bacteria yielded the best model. Interactions between the modeled   species and biotic predictors were both positive and negative,   suggesting the presence of competition, parasitism, and facilitation.   While our results indicate that plant-plant co-occurrences are a   stronger driver of plant distributions than plant-bacteria   co-occurrences, they also show that bacteria can explain parts of plant   distributions that remain unexplained by abiotic and plant predictors.   Our results provide further support for including biotic factors in   SDMs, and suggest that belowground factors be considered as well.",973,MAYBE,,BH,check,no,data on PP but not on ecosystem processes affected by PP,
"Marina Correa Scalon, Davi Rodrigo Rossatto, Fabricius Maia Chaves Bicalho Domingos, Augusto Cesar Franco",2016,Leaf morphophysiology of a Neotropical mistletoe is shaped by seasonal   patterns of host leaf phenology,OECOLOGIA,1103-1112,1103-1112,10.1007/s00442-015-3519-8,"Several mistletoe species are able to grow and reproduce on both   deciduous and evergreen hosts, suggesting a degree of plasticity in   their ability to cope with differences in intrinsic host functions. The   aim of this study was to investigate the influence of host phenology on   mistletoe water relations and leaf gas exchange. Mistletoe Passovia   ovata parasitizing evergreen (Miconia albicans) hosts and P. ovata   parasitizing deciduous (Byrsonima verbascifolia) hosts were sampled in a   Neotropical savanna. Photosynthetic parameters, diurnal cycles of   stomatal conductance, pre-dawn and midday leaf water potential, and   stomatal anatomical traits were measured during the peak of the dry and   wet seasons, respectively. P. ovata showed distinct water-use strategies   that were dependent on host phenology. For P. ovata parasitizing the   deciduous host, water use efficiency (WUE; ratio of photosynthetic rate   to transpirational water loss) was 2-fold lower in the dry season than   in the wet season; in contrast, WUE was maintained at the same level   during the wet and dry seasons in P. ovata parasitizing the evergreen   host. Generally, mistletoe and host diurnal cycles of stomatal   conductance were linked, although there were clear differences in leaf   water potential, with mistletoe showing anisohydric behaviour and the   host showing isohydric behaviour. Compared to mistletoes attached to   evergreen hosts, those parasitizing deciduous hosts had a 1.4-fold lower   stomatal density and 1.2-fold wider stomata on both leaf surfaces,   suggesting that the latter suffered less intense drought stress. This is   the first study to show morphophysiological differences in the same   mistletoe species parasitizing hosts of different phenological groups.   Our results provide evidence that phenotypical plasticity (anatomical   and physiological) might be essential to favour the use of a greater   range of hosts.",974,MAYBE,,BH,check,yes,,water potential of plants does not directly translate to e.g. water in soils
"Flavie Vial, Claudio Sillero-Zubiri, Jorgelina Marino, Daniel T. Haydon, David W. Macdonald",2011,"An analysis of long-term trends in the abundance of domestic livestock   and free-roaming dogs in the Bale Mountains National Park, Ethiopia",AFRICAN JOURNAL OF ECOLOGY,91-102,91-102,10.1111/j.1365-2028.2010.01233.x,"Livestock inside the Bale Mountains National Park poses a threat to the   persistence of the Ethiopian wolf (Canis simensis) through   grazing-induced habitat degradation and the transmission of diseases   from the domestic dogs kept alongside the herds. We used a 21- year time   series to explore long-term trends in the numbers of cattle, caprines   and free-roaming domestic dogs in two core Ethiopian wolf areas (the Web   valley and the Sanetti plateau) and to test whether seasonal variations   in primary productivity underlies the current livestock production   system. No trends in livestock numbers were detected in the Web valley,   where livestock are most abundant and graze seasonally. Livestock   numbers have increased significantly on most of the Sanetti plateau,   grazing all year-round albeit at a lower intensity. Livestock use of the   Web valley was positively correlated with vegetation productivity as   derived from remotely sensed data, the Normalized Difference Vegetation   Index (NDVI). On the Sanetti plateau, neither primary productivity nor   livestock numbers showed signs of strong seasonality. The current   livestock production system has the potential to degrade the vegetation   that sustains the wolves' rodent prey while an increase in free-roaming   domestic dogs in parts of their range may heighten the risk of disease   transmission.Resume   Le betail qui pait dans le Parc National des Bale Mountains est une   menace pour la survie du loup ethiopien Canis simensis parce que le   paturage entraine une degradation de l'habitat et favorise la   transmission de maladies des chiens domestiques qui accompagnent les   troupeaux. Nous avons utilise une serie de donnees couvrant 21 annees   pour etudier les tendances a long terme du nombre de bovins, de chevres   et de chiens domestiques parcourant librement deux zones cles pour les   loups d'Ethiopie, la Vallee de Web et le Plateau de Sanetti, et pour   tester si des variations saisonnieres de productivite primaire   sous-tendent le systeme actuel de production de betail. Nous n'avons   detecte aucune tendance dans le nombre de tetes de betail dans la Vallee   de Web, ou le betail est le plus abondant et ou il pait de facon   saisonniere. Le nombre de betes a augmente significativement sur la plus   grande partie du Plateau de Sanetti, ou elles paissent toute l'annee   quoique a plus faible intensite. La frequentation de la Vallee de Web   etait positivement liee a la productivite de la vegetation selon des   donnees recueillies a distance (NDVI). Sur le Plateau de Sanetti, ni la   productivite primaire, ni le nombre de tetes de betail ne presente de   signe fort de saisonnalite. Le systeme actuel de production du betail a   le potentiel de degrader la vegetation permettant le maintien du rongeur   qui est la proie du loup d'Ethiopie, cependant que la libre circulation   des chiens domestiques dans plusieurs parties de leur aire de   repartition pourrait accroitre le risque de transmission de maladies.",975,NO,,BH,check,,,
"Benoit Talbot, Maarten J. Vonhof, Hugh G. Broders, Brock Fenton, Nusha Keyghobadi",2018,Host association influences variation at salivary protein genes in the   bat ectoparasite Cimex adjunctus,JOURNAL OF EVOLUTIONARY BIOLOGY,753-763,753-763,10.1111/jeb.13265,"Parasite-host relationships create strong selection pressures that can   lead to adaptation and increasing specialization of parasites to their   hosts. Even in relatively loose host-parasite relationships, such as   between generalist ectoparasites and their hosts, we may observe some   degree of specialization of parasite populations to one of the multiple   potential hosts. Salivary proteins are used by blood-feeding   ectoparasites to prevent hemostasis in the host and maximize energy   intake. We investigated the influence of association with specific host   species on allele frequencies of salivary protein genes in Cimex   adjunctus, a generalist blood-feeding ectoparasite of bats in North   America. We analysed two salivary protein genes: an apyrase, which   hydrolyses ATP at the feeding site and thus inhibits platelet   aggregation, and a nitrophorin, which brings nitrous oxide to the   feeding site, inhibiting platelet aggregation and vasoconstriction. We   observed more variation at both salivary protein genes among parasite   populations associated with different host species than among   populations from different spatial locations associated with the same   host species. The variation in salivary protein genes among populations   on different host species was also greater than expected under a neutral   scenario of genetic drift and gene flow. Finally, host species was an   important predictor of allelic divergence in genotypes of individual   C.adjunctus at both salivary protein genes. Our results suggest   differing selection pressures on these two salivary protein genes in   C.adjunctus depending on the host species.",976,NO,,BH,check,,,
"Yuji Tomaru, Kensuke Toyoda, Kei Kimura, Naotsugu Hata, Mikihide Yoshida, Keizo Nagasaki",2012,First evidence for the existence of pennate diatom viruses,ISME JOURNAL,1445-1448,1445-1448,10.1038/ismej.2011.207,"Diatoms are considered the most successful and widespread group of   photosynthetic eukaryotes. Their contribution to primary production is   remarkably significant to the earth's ecosystems. Diatoms are composed   of two orders: Centrales and Pennales. Thus far, viruses infecting   centric diatom species have been isolated and characterized; however,   viruses infecting pennates have not been reported. Here, we describe the   first isolations and preliminary characterizations of two distinct   pennate diatom viruses, AglaRNAV (31 nm in diameter, accumulates in the   host cytoplasm) and TnitDNAV (35 nm in diameter, accumulates in the host   nuclei) infecting Asterionellopsis glacialis and Thalassionema   nitzschioides, respectively. Their genomes contain a single-stranded RNA   of approximately 9.5 kb, and a closed, circular single-stranded DNA of   approximately 5.5 kb harboring a partially double-stranded region,   respectively. Further analysis of these viruses may elucidate many   aspects of diatom host-virus relationships. The ISME Journal (2012) 6,   1445-1448; doi:10.1038/ismej.2011.207; published online 12 January 2012",977,NO,,BH,check,,,
"Vivian N. Goncalves, Camila R. Carvalho, Susana Johann, Graziele Mendes, Tania M. A. Alves, Carlos L. Zani, Policarpo A. S. Junior, Silvane M. F. Murta, Alvaro J. Romanha, Charles L. Cantrell, Carlos A. Rosa, Luiz H. Rosa",2015,"Antibacterial, antifungal and antiprotozoal activities of fungal   communities present in different substrates from Antarctica",POLAR BIOLOGY,1143-1152,1143-1152,10.1007/s00300-015-1672-5,"Antarctica is a pristine and extreme environment that represents a   unique opportunity for taxonomic, ecological and biotechnological   studies of the microorganisms. In the present work, the fungal   communities of rhizosphere soil of Deschampsia antarctica, soil,   ornithogenic soil, marine and lake sediments in the Antarctic Peninsula   were characterized as well as their capability to produce bioactive   compounds. One hundred fungal isolates were recovered and identified by   molecular analysis in 35 different taxa of 20 genera. Pseudogymnoascus   sp. 1 and 3, Penicillium sp., Peniophora sp. and Mortierella alpina were   the most frequent taxa identified. All isolates were cultured to produce   ethanolic extracts, which were assayed against different target   organisms to detect antimicrobial (against Escherichia coli,   Staphylococcus aureus, Pseudomonas aeruginosa, Candida albicans, Candida   krusei, Cladosporium sphaerospermum and Paracoccidioides brasiliensis),   cytotoxic (against breast MCF-7 and renal TK-10 human tumoral cells) and   antiprotozoal (against Leishmania amazonensis and Trypanosoma cruzi)   activities. Among the three human pathogenic fungal species, 20 extracts   showed moderate to high and selective antifungal activity against P.   brasiliensis. The extract of Purpureocillium lilacinum displayed high   trypanocidal, antifungal and antibacterial activities, but with moderate   toxicity over normal cells. Proton nuclear magnetic resonance (H-1 NMR)   spectral analysis indicated the presence of compounds containing a   highly functionalized aromatic ring system. Our results suggest that the   Antarctic ecosystems represent an interesting habitat for the isolation   and characterization of fungal taxa capable to producing bioactive   compounds. The fungus P. lilacinum showed strong trypanocidal and   antimicrobial activities with moderate toxicity over normal cells, which   might be used as scaffold for the development of new drugs.",978,NO,,BH,check,,,
"Joseph Jojo Baidu-Forson, Toby Hodgkin, Monty Jones",2012,"Introduction to special issue on agricultural biodiversity, ecosystems   and environment linkages in Africa",AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,1-4,1-4,10.1016/j.agee.2012.04.011,"This paper introduces the contents of a special issue of Agriculture,   Ecosystems and Environment dedicated to ``Agrobiodiversity \&   Africa''. Placed within the context of the scientific literature on   agricultural biodiversity, its contribution to sustainable production   and its importance in Africa, this special issue starts off with   background articles which reviewed major agroecosystems in Africa,   descriptions of their biodiversity resources, management, limitations   and concerns. The follow-up scientific papers covered major components   of biodiversity for agriculture namely soil biota, species diversity and   germplasm diversity. The soil biota papers report research and findings   on arbuscular mycorrhizal fungi in the rhizosphere, termite and   bacterial communities and evidence on the influence of their diversity   on crop production. The crop species diversity papers provide evidence   on the role of the diversity in influencing soil microbial properties as   well as managing pest and diseases in crop production. Scientific   evidence on the role and interactions of germplasm diversity and   provenance with the environment are also presented. (c) 2012 Elsevier   B.V. All rights reserved.",979,NO,,BH,check,,,
"Andrew Kulmatiski, Andrew Anderson-Smith, Karen H. Beard, Stephen Doucette-Riise, Michael Mazzacavallo, Nicole E. Nolan, Ricardo A. Ramirez, John R. Stevens",2014,Most soil trophic guilds increase plant growth: a meta-analytical review,OIKOS,1409-1419,1409-1419,10.1111/oik.01767,"Trophic cascades are important drivers of plant and animal abundances in   aquatic and aboveground systems, but in soils trophic cascades have been   thought to be of limited importance due to omnivory and other factors.   Here we use a meta-analysis of 215 studies with 1526 experiments that   measured plant growth responses to additions or removals of soil   organisms to test how different soil trophic levels affect plant growth.   Consistent with the trophic cascade hypothesis, we found that herbivores   and plant pathogens (henceforth pests) decreased plant growth and that   predators of pests increased plant growth. The magnitude of this trophic   cascade was similar to that reported for aboveground systems. In   contrast, we did not find evidence for trophic cascades in decomposer-   and symbiont-based (henceforth mutualist) food chains. In these food   chains, mutualists increased plant growth and predators of mutualists   also increased plant growth, presumably by increasing nutrient cycling   rates. Therefore, mutualists, predators of mutualists and predators of   pests all increased plant growth. Further, experiments that added   multiple organisms from different trophic levels also increased plant   growth. As a result, across the dataset, soil organisms increased plant   growth 29\% and non-pest soil organisms increased plant growth 46\%.   Omnivory has traditionally been thought to confound soil trophic   dynamics, but here we suggest that omnivory allows for a simplified   perspective of soil food webs - one in which most soil organisms   increase plant growth by preying on pests or increasing nutrient cycling   rates. An implication of this perspective is that processes that   decrease soil organism abundance (e.g. soil tillage) are likely to   decrease aboveground productivity. <boxed-text content-type=''all''   position=''float''> Synthesis Soil foodwebs have resisted   generalizations due to their diversity and interconnectedness. Here we   use results from a meta-analysis to inform a simplified perspective of   soil foodwebs: one in which most soil trophic guilds increase plant   growth. Our review also includes the first widespread support for the   presence of trophic cascades in soils.",980,NO,,BH,check,,,
"K. Timea Lakatos, Zoltan Laszlo, Bela Tothmeresz",2016,Resource dependence in a new ecosystem: A host plant and its colonizing   community,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,80-86,80-86,10.1016/j.actao.2016.03.003,"The introduced black locust (Robinia pseudoacacia) has become an   invasive plant species in Europe. The introduction of alien plants such   as the black locust may modify ecosystem composition and functioning. In   response to the presence of a potential host plant, herbivores can adapt   and shift to the consumption of the new host plant. In Eastern-Central   Europe, the seed predator Bruchophagus robiniae (Hymenoptera:   Eurytomidae) is an important consumer of black locust seeds which   presumably shifted from its formerly host species to black locust. We   tested the influence of host plant abundance on a seed predator -   parasitoid community. We found that the seed predator B. robiniae was   present in higher numbers in woodlots than in small patches of black   locust. The density of the specialist parasitoid Mesopolobus sp. was   lower in woodlots than in small patches, while the generalist parasitoid   Eupelmus urozonos was evenly distributed between woodlots and small   patches of black locust. We found that parasitoid species are influenced   by the patch size of host plants, thus characteristics of introduced   host plants can also manifest in higher trophic levels. (C) 2016   Elsevier Masson SAS. All rights reserved.",981,NO,,BH,check,,,
"Daniel G. Streicker, Jacob E. Allgeier",2016,Foraging choices of vampire bats in diverse landscapes: potential   implications for land-use change and disease transmission,JOURNAL OF APPLIED ECOLOGY,1280-1288,1280-1288,10.1111/1365-2664.12690,"In Latin America, the common vampire bat Desmodus rotundus is the   primary reservoir of rabies, a zoonotic virus that kills thousands of   livestock annually and causes sporadic and lethal human rabies   outbreaks. The proliferation of livestock provides an abundant food   resource for this obligate blood-feeding species that could alter its   foraging behaviour and rabies transmission, but poor understanding of   the dietary plasticity of vampire bats limits understanding of how   livestock influences rabies risk. We analysed individual- and   population-level foraging behaviour by applying C-13 and N-15 stable   isotope analysis to hair samples from 183 vampire bats captured from   nine colonies in Peru. We also assessed the isotopic distributions of   realized prey by analysing blood meals extracted from engorged bats and   samples collected from potential prey species. In two adjacent but   contrasting areas of the Amazon with scarce and abundant livestock, we   used questionnaires to evaluate the incidence of feeding on humans.   Population-level isotopic signatures suggested substantial among-site   variation in feeding behaviour, including reliance on livestock in some   colonies and feeding on combinations of domestic and wild prey in   others. Isotopic heterogeneity within bat colonies was among the largest   recorded in vertebrate populations, indicating that individuals   consistently fed on distinct prey resources and across distinct trophic   levels. In some sites, isotopic values of realized prey spanned broad   ranges, suggesting that bats with intermediate isotopic values could   plausibly be dietary specialists rather than generalists. Bayesian   estimates of isotopic niche width varied up to ninefold among colonies   and were maximized where wildlife and livestock were present at low   levels, but declined with greater availability of livestock. In the   Amazon, the absence of livestock was associated with feeding on humans   and wildlife.Policy implications. We provide the first insights into the   foraging behaviour of vampire bats in habitats with common depredation   on humans and show how vampire bat foraging may respond to land-use   change. Our results demonstrate risks of rabies transmission from bats   to other wildlife and are consistent with the hypothesis that   introducing livestock might reduce the burden of human rabies in   high-risk communities.",982,MAYBE,,BH,check,yes,,
"Katja Pulkkinen, Sanni L. Aalto, Hannu Nykanen",2016,Parasite infection alters host stable-isotope composition under   controlled feeding,FRESHWATER BIOLOGY,1981-1990,1981-1990,10.1111/fwb.12831,"Stable isotopes are widely used for studying trophic relationships, but   variation driven by environmental conditions or food availability   complicates the interpretation of trophic dynamics. Parasites are   ubiquitous and known to affect physiological functions of their hosts,   but only few studies have assessed the effects of parasites on isotope   composition of hosts. We measured the changes in two of the most   commonly used stable isotopes in food-web studies, nitrogen (i.e.   N-15:N-14 ratio; denoted as N-15) and carbon (C-13:C-12; C-13) in   Daphnia hosts exposed to infection by a parasitic micosporidian in the   laboratory. Isotopic signatures of hosts fed a standardised controlled   diet were compared with uninfected animals under conditions of high food   availability and under food limitation. Parasite infection led to   enriched N-15 and C-13 values that were associated with decreased growth   and decreased lipid content, indicating energy limitation comparable to   that in food-limited animals. However, enrichment in C-13 values was   apparent sooner in infected well-fed animals than in the food-limited   animals, suggesting strong parasite-induced effects on host   C-metabolism. By using experimental exposure to parasite infection and a   standardised diet, our study excluded the effects of changes in food   sources via parasite-induced altered habitat or feeding behaviour on   host isotope composition and demonstrated for the first time that   parasite infection directly alters the isotopic values of the host. Our   study demonstrates that parasite-induced changes in isotope values may   add to the variability in the estimates of the contribution of each food   type assimilated by consumers, and thus should be taken into account   during investigations of trophic relationships and food webs.",983,NO,,BH,check,,,
"Sabela Lois, David E. Cowley, Adolfo Outeiro, Eduardo San Miguel, Rafaela Amaro, Paz Ondina",2015,Spatial extent of biotic interactions affects species distribution and   abundance in river networks: the freshwater pearl mussel and its hosts,JOURNAL OF BIOGEOGRAPHY,229-240,229-240,10.1111/jbi.12435,"Aim At what spatial extent are biotic interactions discernible   influences on the distribution and abundance of species in river   networks? We address this question with analyses of data from river   networks for Margaritifera margaritifera, a freshwater mussel that   passes its larval stage attached to a host fish.   Location Twenty river networks in Galicia, north-western Spain.   Methods A maximum-entropy approach was implemented to model the species'   distribution. Geostatistical mixed models were used to analyse the   mussel's abundance in dendritic river networks. Predictor variables   included the abundance and biomass of host fish (biotic interactions)   and abiotic predictors for climate, geology and land-form.   Results MAXENT models of species distribution were improved by 4.5\% in   terms of the area under the receiver-operating characteristic curve   (AUC) by the inclusion of biotic interactions. Host-fish predictors   contributed 63\% of the Maxent model prediction of mussel presence. A   geostatistical mixed model explained 52\% of the variance in mussel   abundance when including all the mussel abundance sites in the study   area; abiotic predictors had no significance and salmonid biomass and   resident trout population density were the only significant biotic   predictors, together explaining 2.4\% of the variance. An autocovariate   representing biotic interactions between mussels and fish explained   11.7\% of the variance. Using only sites where migratory host fish were   present (n = 149), a mixed model explained more variance (78\%) and the   contribution from the autocovariate for parasite-host interactions was   about three times larger than for the model including all sites (n =   419). The spatial autocorrelation from mussel-fish interactions had a   spatial extent (geostatistical range) greater than 15 km.   Main conclusions Interactions between mussels and their larval hosts in   river networks are manifested in spatial patterns of species   distribution and abundance in this region, encompassing 20 river   networks. The directional topology of dendritic river networks strongly   supports the upstream dispersal of mussels by parasitized host fish as a   component of spatial autocorrelation in mussel abundance.",984,MAYBE,,BH,check,no,data on PP but not on ecosystem processes affected by PP,
"Paul Kardol, Ian A. Dickie, Mark G. St John, Sean W. Husheer, Karen I. Bonner, Peter J. Bellingham, David A. Wardle",2014,Soil-mediated effects of invasive ungulates on native tree seedlings,JOURNAL OF ECOLOGY,622-631,622-631,10.1111/1365-2745.12234,"Invasive browsing ungulates can have strong impacts on the structure and   composition of forest ecosystems, particularly where ungulates are not   native ecosystem components as in New Zealand. Ungulate impacts on plant   communities have been considered mostly from an above-ground   perspective. However, understanding below-ground effects of these   invasive herbivores is critical as they may drive feedbacks to   above-ground ecosystem components.   We measured growth responses of seedlings of five common tree species in   a greenhouse experiment in soils collected from 26 plots fenced to   exclude invasive ungulates for at least 17years and from paired,   unfenced control plots. We then further investigated soil-mediated   effects of ungulates on one tree species, Melicytus ramiflorus, by   partitioning these effects into soil abiotic and biotic components, as   well as measuring arbuscular mycorrhizal fungal (AMF) root infection.   Biomass of seedlings of all five species was greater in soils from   within exclosures, although this was only significant for two species.   These soil-mediated effects were partially driven by changes in physical   and chemical soil properties; soil bulk densities were lower inside   exclosures than in controls.   Effects of invasive ungulates on seedling biomass of M.ramiflorus were   positively related to effects on per cent AMF root infection. The   biomass of M.ramiflorus seedlings was positively related to the AMF   infection of its roots, which in turn was related to greater organic   matter content and lower bulk density of soils from within exclosures.   Results for M.ramiflorus indicated that soil-mediated effects of   ungulates on seedling biomass were of abiotic origin, but were mediated   by the biotic soil component, that is, through effects on AMF.   Synthesis. Invasive herbivores may potentially impact on plant   performance and community structure not only directly but also   indirectly through influencing soil abiotic and biotic properties. Our   results show that shifts in plant-soil interactions and feedbacks   represent important but understudied pathways by which invasive   ungulates can have wide-ranging impacts on forest ecosystems. Future   studies should consider the importance of soil-mediated effects of   invasive ungulates relative to direct effects of herbivory.",985,NO,,BH,check,,,
"Louis Sutter, Matthias Albrecht, Philippe Jeanneret",2018,Landscape greening and local creation of wildflower strips and hedgerows   promote multiple ecosystem services,JOURNAL OF APPLIED ECOLOGY,612-620,612-620,10.1111/1365-2664.12977,"1. The explicit and implicit aims of creating ecological focus areas   (EFAs) and implementing greening measures in European agro-ecosystems   include the promotion of regulatory ecosystem services (ES) to sustain   crop production in conventional cropping systems. However, the extent to   which these goals are achieved with current policy measures remains   poorly explored.   2. We measured insect-mediated pollination and natural pest control   service provisioning in 18 winter oilseed rape fields as a function of   the independent and interactive effects of local EFA establishment-sown   wildflower strips and hedgerows-and landscape-scale greening measures   within a 1 km radius around focal fields and quantified their   contribution to crop yield.   3. Insect pollination potential and pest predation increased on average   by 10\% and 13\%, respectively, when landscape-scale greening measures   share was increased from 6\% to 26\%. For pollination, the increase was   stronger in fields adjoining an EFA (14\%) than in fields without   adjacent EFA (7\%).   4. Agricultural management practices were the main drivers of crop   yield. Neither insect pollination potential or natural pest control   (pest predation and parasitism) nor adjacent EFAs and landscape-scale   greening significantly affected crop yield in addition to agricultural   management.   5. Synthesis and applications. Local establishment of perennial,   species-rich wildflower strips and hedgerows, combined with   landscape-scale greening measures in agricultural landscapes, can   promote multiple ecosystem services (ES) in conventional production   systems. Benefits may be maximized when local and landscape measures are   combined. However, enhanced pollination and natural pest regulation seem   to contribute relatively little to final crop yield compared to local   agricultural management practices in the high-input conventional   production system studied. Further research is needed to better   understand how to improve the effectiveness of ecological focus areas   and other greening measures in promoting regulatory ES. Potential   improvements include minimising trade-offs while promoting synergies   between ES provision, food production and biodiversity conservation.",986,NO,,BH,check,,,
"Kelly M. Proffitt, Patrick J. White, Robert A. Garrott",2010,Spatio-temporal overlap between Yellowstone bison and elk - implications   of wolf restoration and other factors for brucellosis transmission risk,JOURNAL OF APPLIED ECOLOGY,281-289,281-289,10.1111/j.1365-2664.2010.01770.x,"P>1. In the Greater Yellowstone Ecosystem, bison Bison bison and elk   Cervus canadensis nelsoni act as hosts for Brucella abortus. The   presence of B. abortus within wildlife populations is an important   conservation issue because of the risk of brucellosis transmission from   wildlife to cattle.   2. We investigated conditions facilitating contact between bison   (40-60\% seroprevalence) and elk on a shared winter range in the Madison   headwaters area of Yellowstone National Park. We evaluated the effects   of snow pack, season, elk and bison population sizes, and wolf Canis   lupus predation risk on the degree of spatial overlap between bison and   elk from 1991 to 2006.   3. Sixty-eight per cent of 10 093 independent elk observations occurred   within the known bison wintering range, 29\% occurred within the   distribution of bison within the winter range at the time of sampling   and 14\% occurred within 100 m of bison. Spatial overlap between bison   and elk measured across these three spatial scales increased with week   of the season, snow pack, and on days when wolves were within the same   drainage area as elk, but decreased with cumulative levels of wolf   predation risk.   4. Wolves contributed to immediate, short-term responses by elk that   increased spatial overlap with bison, but longer-term responses to   wolves resulted in elk distributions that reduced spatial overlap with   bison. Spatial overlap increased through the winter and peaked when   late-term abortion events and parturition occurred for bison.   5. Synthesis and applications. Despite this high level of association,   elk exposure to B. abortus in the Madison headwaters (2-4\%) was similar   to those in free-ranging elk populations that do not intermingle with   bison (1-3\%), suggesting that B. abortus transmission from bison-to-elk   under natural conditions is rare. Our results suggest that risk-driven   elk behavioural responses to wolves are unlikely to have important   disease implications. Management of brucellosis in greater yellow stone   ecosystem elk populations should focus on reducing elk-to-elk   transmission risk and, wherever possible, curtailing practices that   increase elk density and group sizes during the potential abortion   period.",987,NO,,BH,check,,,
"Muvari C. Tjiurutue, Hilary A. Sandler, Monica F. Kersch-Becker, Nina Theis, Lynn S. Adler",2017,Gypsy moth herbivory induced volatiles and reduced parasite attachment   to cranberry hosts,OECOLOGIA,133-145,133-145,10.1007/s00442-017-3915-3,"Interactions between species can have cascading effects that shape   subsequent interactions. For example, her-bivory can induce plant   defenses that affect subsequent interactions with herbivores, pathogens,   mycorrhizae, and pollinators. Parasitic plants are present in most   ecosystems, and play important roles in structuring communities.   However, the effects of host herbivory on parasitic plants, and the   potential mechanisms underlying such effects, are not well known. We   conducted a greenhouse study to ask whether gypsy moth (Lymantria   dispar) damage, host cultivar, and their interaction affected preference   of the stem parasite dodder (Cuscuta spp.) on cranberry hosts (Vaccinium   macrocarpum). We then assessed the mechanisms that could underlie such   effects by measuring induced changes in phytohormones and secondary   compounds. We found that damage by gypsy moths delayed dodder attachment   by approximately 0.3 days when dodder stems were added 2 days after   damage, and reduced attachment by more than 50\% when dodder stems were   added 1 week after host plant damage. Gypsy moth damage significantly   increased jasmonic acid (JA) levels, total volatile emissions, and the   flavonol, quercetin aglycone, suggesting possible mechanisms underlying   variation in dodder ability to locate or attach to hosts. Dodder   preference also differed between cranberry cultivars, with the highest   attachment on the cultivar that had significantly lower levels of total   volatile emissions and total phenolic acids, suggesting that volatile   composition and phenolics may mediate dodder preference. Our results   indicate that herbivory can reduce subsequent attachment by a highly   damaging parasitic plant, demonstrating the potential importance of   early damage for shaping subsequent species interactions.",988,MAYBE,,BH,check,no,data on PP but not on ecosystem processes affected by PP,
