paper ID,measureID,pathway,measure general,measure specific -- outcome variable,outcome unit - concat w measure specific,morbid_or_abund_biomass_measure,effects on host,effects on community,predictor variable,ecosystem_process_mediate,have not added double counting,double-counted effect on plants / photosynthesizers as ecosystem effect,double-counted effect on non-plant hosts as ecosystem effect,ecosystem function not linked to morbidity or abund,location in paper,note,exclude as ecosystem measure,include as ecosystem measure,reason for inclusion or exclusion as ecosystem measure,notes,confirm
1590,,PP to abund biomass,host productivity,cone production (cones/ha),,,1,0,tree mortality,,,,,,T2,,,,,,
1590,,abund biomass to ecosystem fxn,primary production,cone production (cones/ha),,,,,tree mortality,,,1,,,T2,,1,,,not standing stock,
1600,1,PP to abund biomass,host reproduction,seed predation,,,1,0,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,,
1600,1,abund biomass to ecosystem fxn,secondary production,seed predation,,,,,infected vs. uninfected vs. dead hosts,,,1,,,T1,count as secondary production? ,1 -- don't know effect on seed predators,,,,
1600,2,PP to abund biomass,host and community abund/biomass,adult plant coverage,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,,
1600,2,abund biomass to ecosystem fxn,primary production,adult plant coverage,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,,
1600,,PP abundance,abundance,seed density,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,seed density count as primary production? ,?,,,,
1600,,PP to abund biomass,community,seed richness,,,0,1,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,,
1600,,PP to ecosystem fxn,secondary production,seed predation,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,count? secondary production because trophic transfer,,,,,
1600,,PP to abund biomass,host and community,proportion of seedling establishment,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,,
1600,,PP to abund biomass,host and community,density of young saplings,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,"check if size known, if so could count as biomass",
1600,,PP to abund biomass,host and community,density of old saplings,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,"check if size known, if so could count as biomass",
1600,,PP to abund biomass,host and community,sapling richness,,,,,infected vs. uninfected vs. dead hosts,,,,,,T1,,,,,,
1600,,,,light incidence,,,,,,,,,,,,,1,physical structure -- affecting resource,,,
1612,,PP to abund biomass,host abundance,host (Emiliana huxleyi) concentration over time,,,1,0,infected vs. uninfected cultures,,,,,,F1,,,,,,
1612,,PP abundance,abundance,virus particle counts,,,,,infected vs. uninfected cultures,,,,,,F1,,,,,,
1612,1,PP to morbidity,host phenotype,chlorophyll a per host cell,,,1,0,infected vs. uninfected cultures,,,,,,F2,,,,,,
1612,1,morbidity to ecosystem fxn,primary production,chlorophyll a per host cell,,,,,infected vs. uninfected cultures,,,,1,,F2,include because host concentration also known,,,,,
1674,,abiotic or biotic,abiotic,depth,,,,,,,,,,,T1,,,,,,
1674,,abiotic or biotic,abiotic,temp,,,,,,,,,,,T1,,,,,,
1674,,abiotic or biotic,abiotic,NO3,,,,,,,,,,,T1,,,,,,
1674,,abiotic or biotic,abiotic,NH4,,,,,,,,,,,T1,,,,,,
1674,,abiotic or biotic,abiotic,PO4,,,,,,,,,,,T1,,,,,,
1674,,abiotic or biotic,abiotic,Si,,,,,,,,,,,T1,,,,,,
1674,,abiotic or biotic,biotic,Chl a,,,,,,1,,,,,T1,,,,,,
1674,,PP to abund biomass,abundance,total picophytoplankton abundance,,,1,0,,,,,,,F4,,,,,,
1674,,PP to abund biomass,mortality,percentage of dead cells,,,1,0,,,,,,,F4,,,,,,
1674,,abiotic or biotic,biotic,microzooplankton grazing,,,,,,0,,,,,T2,,,,,,
1674,,abund biomass to ecosystem fxn,primary production,carbon production,,,,,,,,,,,T2,,,,,changed from biogeochemical cycles,
1674,,PP to ecosystem fxn,biogeochemical cycles,fraction of carbon consumed by virus,,,,,,,,,,,T2,,,,,,
1674,,abiotic or biotic,biotic,fraction of carbon consumed by microzooplankton,,,,,,1,,,,,T2,,,,,,
1674,,PP abundance,abundance,total virus abundance,,,,,,,,,,,F5,,,,,,
1674,,PP to abund biomass,population growth,growth rate,,,1,0,,,,,,,F7,,,,,,
1745,1,abund biomass to ecosystem fxn,secondary production,soft-tissue wet weight,,,,,infected vs. uninfected,,,,1,,T1,,,,,,
1745,1,PP to abund biomass,host biomass,soft-tissue wet weight,,,1,0,infected vs. uninfected,,,,,,T1,,,,,,
1745,2,PP to morbidity,host behavior,consumption of algae ,,,1,0,infected vs. uninfected,,,,,2,T2,consider consumption behavior (morbidity) ,,,,,
1745,2,morbidity to ecosystem fxn,secondary production,consumption of algae ,,,,,infected vs. uninfected,,,,,2,T2,,1,,do not know how stock of algae is changing,,
1745,,abiotic or biotic,abiotic,temperature,,,,,,,,,,,,,,,,,
1745,,abiotic or biotic,biotic,host sex,,,,,,0,,,,,,,,,,,
1783,2,PP to abund biomass,host abundance,% of bacterial production removed by viruses,,,1,0,,,,,,,,,,,,,
1783,2,abund biomass to ecosystem fxn,biogeochemical cycles,bacterial carbon channelled by viruses,,,,,,,,,1,,abstract,,,,,,
1783,,PP abundance,abundance,viral abundance,,,,,,,,,,,1700,,,,,,
1783,,PP to ecosystem fxn,secondary production,lytic viral production,,,,,,,,,,,T2,,,,,,
1783,,abiotic or biotic,biotic,phototrophic nanoflagellate abundance,,,,,,0,,,,,T2,,,,,,
1783,,PP to abund biomass,host mortality,virus-mediated mortality,,,1,0,,,,,,,,,,,,,
1783,,abiotic or biotic,abiotic,water affected by ice melting vs. not,,,,,,,,,,,,,,,,,
1812,,abiotic or biotic,both,pond,,,,,,0,,,,,,,,,,,
1812,,abiotic or biotic,biotic,snail host taxa,,,,,,0,,,,,,,,,,,
1812,,PP to host infection prevalence / intensity,infection intensity,percentage of host biomass composed of parasite,,,,,,,,,,,513,,,,,,
1812,,PP to ecosystem fxn,secondary production,"
cercaria released per snail over time",,,,,,,,,,,F3,,,,,,
1812,,PP to ecosystem fxn,secondary production,Cercarial production per year per snail host taxa,,,,,,,,,,,F3,,,,,,
1812,,PP to ecosystem fxn,secondary production,trematode dry biomass,,,,,,,,,,,F2,,,,,,
1817,1,PP to abund biomass,community,graminoids,,,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,,,,F4,,,,,,
1817,1,abund biomass to ecosystem fxn,primary production,graminoids,,,,,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,1,,,F4,,,,,,
1817,2,PP to abund biomass,community,litter,,,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,,,,,,,,,,
1817,2,abund biomass to ecosystem fxn,biogeochemical cycles,litter,,,,,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,1,,,,,,,,,
1817,3,PP to abund biomass,community,forbs,,,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,,,,F4,,,,,,
1817,3,abund biomass to ecosystem fxn,primary production,plant biomass,,,,,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,1,,,F4,,,,,,
1817,4,PP to abund biomass,community,standing dead,,,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,,,,F4,,,,,,
1817,5,abund biomass to ecosystem fxn,community ,species-specific plant biomass,,1,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,1,,,,,,,,,changed from PP to abund biomass,
1817,,PP to abund biomass,host abundance,colonies attaining pre-plague size (%),,,1,0,time,,,,,,F2,,,,,,
1817,,PP to host infection prevalence / intensity,infection prevalence,colonies experiencing plague epizootic,,,,,time,,,,,,F2,,,,,,
1817,,PP to abund biomass,host abundance,colonies recolonized (%),,,1,0,time,,,,,,F2,,,,,,
1817,,abund biomass to ecosystem fxn,primary production,mean plant canopy height,,community biomass,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,1,,,,F3,,,,,changed from PP to abund biomass,
1817,,PP to abund biomass,community,cover of bare ground,,,0,1,on vs. off-colony; young vs. old vs. plague-extirpated colony,,,,,,,,,,,,
1817,,PP to abund biomass,community,richness,,,0,1,,,,,,,T1,,,,,,
1817,,PP to abund biomass,community,diversity,,,0,1,,,,,,,,,,,,,
1825,,PP to host infection prevalence / intensity,infection intensity,numbers of parasite extracted from roots and soil,,,,,control vs. microorganisms vs. pathogen vs. m + p,,,,,,F1,,,,,,
1825,,abiotic or biotic,biotic,microorganisms,,,,,,0,,,,,F1,,,,,,
1825,1,PP to abund biomass,host biomass,dry host biomass,,,1,0,,,,,,,,,,,,,
1825,1,abund biomass to ecosystem fxn,primary production,dry host biomass,,,,,,,,,,,,,,,,,
1840,1,PP to abund biomass,host biomass,shoot dry weight,,,1,0,"treatment with grass, earthworm, control",,,,,,T1,,,,,,
1840,1,abund biomass to ecosystem fxn,primary production,shoot dry weight,,,,,"treatment with grass, earthworm, control",,,1,,,T1,,,,,,
1840,2,PP to abund biomass,host biomass,root dry weight,,,1,0,"treatment with grass, earthworm, control",,,,,,T1,,,,,,
1840,2,abund biomass to ecosystem fxn,primary production,root dry weight,,,,,"treatment with grass, earthworm, control",,,1,,,T1,,,,,,
1840,,PP to host infection prevalence / intensity,disease score,,,,,,,,,,,,,,,,,,
1840,,abiotic or biotic,biotic,grass addition,,,,,,0,,,,,,,,,,,
1840,,abiotic or biotic,biotic,earthworm addition,,,,,,0,,,,,,,,,,,
1840,,abiotic or biotic,abiotic,sampling occasion (time),,,,,,,,,,,F2,,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,foliar N,,,,,,,,,,,F1,,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,litter N,,,,,,,,,,,,,,,,,
1859,,abiotic or biotic,abiotic,month,,,,,,,,,,,4,,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,litterfall mass,,,,,,,,,,,T2,combined host and PP litter,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,soil N,,,,,infected vs. uninfected trees,,,,,,T3,combined host and PP litter,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,soil P,,,,,infected vs. uninfected trees,,,,,,T3,combined host and PP litter,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,soil K,,,,,infected vs. uninfected trees,,,,,,T3,combined host and PP litter,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,soil Ca,,,,,infected vs. uninfected trees,,,,,,T3,combined host and PP litter,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,Mg,,,,,infected vs. uninfected trees,,,,,,T3,combined host and PP litter,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,NH4--N,,,,,mistletoe species,,,,,,T5,combined PP and host effect,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,NH4--N,,,,,mistletoe species,,,,,,T5,combined PP and host effect,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,NO3--N,,,,,mistletoe species,,,,,,T5,combined PP and host effect,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,nitrification,,,,,mistletoe species,,,,,,T5,combined PP and host effect,,,,,
1859,,PP to ecosystem fxn,biogeochemical cycles,nitrification fraction,,,,,mistletoe species,,,,,,T5,combined PP and host effect,,,,,
1859,,abiotic or biotic,abiotic,horizon,,,,,,,,,,,T5,,,,,,
1865,,PP to abund biomass,community,abundance of N-limited Synechoccous cells exposed to lysate,,,0,1,,,,,,,F1,,,,,,
1865,,abiotic or biotic,biotic,remineralizing bacterial assemblage,,,,,,0,,,,,F1,,,,,,
1865,,abund biomass to ecosystem fxn,biogeochemical cycles,percent of N from lysate taken up by Synechoccus cells,,1,,,,,1,,,,F1,,,,,,
1865,,PP abundance,abundance,viral abundance,,,,,,,,,,,813,,,,,,
1865,,PP to abund biomass,community,bacterial abundance,,,0,1,lysate addition vs. no addition,,,,,,813,,,,,,
1865,,PP to abund biomass,community,picophytoplankton abundance,,,0,1,lysate addition vs. no addition,,,,,,813,,,,,,
1865,,abund biomass to ecosystem fxn,primary production,chlorophyll a,,1,,,lysate addition vs. no addition,,1,,,,813,,,,,,
1865,,abund biomass to ecosystem fxn,biogeochemical cycles,ammonium concentrations,,1,,,lysate addition vs. no addition,,1,,,,813,,,,,,
1865,,abiotic or biotic,both,field site,,,,,,0,,,,,813,,,,,,
1865,,abund biomass to ecosystem fxn,biogeochemical cycles,total N release,,1,,,lysate addition vs. no addition,,1,,,,T3,,,,,,
1865,,abund biomass to ecosystem fxn,biogeochemical cycles,uptake of 15N with lysate addition,,1,,,lysate addition vs. no addition,,1,,,,T4,,,,,,
1865,,abiotic or biotic,biotic,chlorophyll a,,,,,lysate addition vs. no addition,1,,,,,T4,,,,,,
1881,,PP to host infection prevalence / intensity,infection prevalence,percent of litterfall infected by R. puncatum,,,,,,,,,,,F1,,,,,,
1881,1,PP to morbidity,host phenotype,%C leaf litter,,,1,0,infected vs. uninfected,,,,,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,1,morbidity to ecosystem fxn,biogeochemical cycles,%C leaf litter,,,,,infected vs. uninfected,,,,1,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,2,PP to morbidity,host phenotype,%N leaf litter,,,1,0,infected vs. uninfected,,,,,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,2,morbidity to ecosystem fxn,biogeochemical cycles,%N leaf litter,,,,,infected vs. uninfected,,,,1,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,3,PP to morbidity,host phenotype,%P leaf litter,,,1,0,infected vs. uninfected,,,,,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,3,morbidity to ecosystem fxn,biogeochemical cycles,%P leaf litter,,,,,infected vs. uninfected,,,,1,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,4,PP to morbidity,host phenotype,C:N leaf litter,,,1,0,infected vs. uninfected,,,,,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,4,morbidity to ecosystem fxn,biogeochemical cycles,C:N leaf litter,,,,,infected vs. uninfected,,,,1,,T1,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,5,PP to morbidity,host phenotype,litter decomposition rate,,,1,0,infected vs. uninfected,,,,,,F2,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,5,morbidity to ecosystem fxn,biogeochemical cycles,litter decomposition rate,,,,,infected vs. uninfected,,,,1,,F2,,"morbidity because effect on phenotype, not abund/biomass",,,,
1881,6,PP to morbidity,host phenotype,per cent mass remaining,,,1,0,infected vs. uninfected,,,,,,T2,,"morbidity because effect on phenotype, not abund/biomass",,,morbidity because decomposability is a host phenotype trait,
1881,6,morbidity to ecosystem fxn,biogeochemical cycles,per cent mass remaining,,,,,infected vs. uninfected,,,,,,T2,,"morbidity because effect on phenotype, not abund/biomass",,,,
1887,1,PP to abund biomass,community,mass loss from burning,,,0,1,species associated with host and host,,,,,,T1,abund/biomass because effect is due to simulated change in species composition due to PP  ,,,,,
1887,1,abund biomass to ecosystem fxn,biogeochemical cycles,mass loss from burning,,,,,species associated with host and host,,,1,,,T1,abund/biomass because effect is due to simulated change in species composition due to PP  ,,,,,
1887,2,PP to abund biomass,community,smoldering loss,,,0,1,assemblage of species with and without host species,,,,,,F2,abund/biomass because effect is due to simulated change in species composition due to PP  ,,,,,
1887,2,abund biomass to ecosystem fxn,biogeochemical cycles,smoldering loss,,,,,assemblage of species with and without host species,,,1,,,F2,abund/biomass because effect is due to simulated change in species composition due to PP  ,,,,,
1922,1,PP to morbidity,host phenotype,fatty acid concentration,,,1,0,infected vs. control,,,,,,F1,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,1,morbidity to ecosystem fxn,biogeochemical cycles,fatty acid concentration,,,,,,,,1,,,F1,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,2,PP to morbidity,host phenotype,saturated fatty acid (%),,,1,0,infected vs. control,,,,,,F2,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,2,morbidity to ecosystem fxn,biogeochemical cycles,saturated fatty acid (%),,,,,infected vs. control,,,1,,,F2,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,3,PP to morbidity,host phenotype,monounsaturated fatty acid (%),,,1,0,infected vs. control,,,,,,F3,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,3,morbidity to ecosystem fxn,biogeochemical cycles,monounsaturated fatty acid (%),,,,,infected vs. control,,,1,,,F3,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,4,PP to morbidity,host phenotype,polyunsaturated fatty acid (%),,,1,0,infected vs. control,,,,,,F4,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,4,morbidity to ecosystem fxn,biogeochemical cycles,polyunsaturated fatty acid (%),,,,,infected vs. control,,,1,,,F4,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,5,PP to morbidity,host phenotype,change in fatty acid composition (%),,,1,0,infected vs. control,,,,,,F5,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,5,morbidity to ecosystem fxn,biogeochemical cycles,change in fatty acid composition (%),,,,,infected vs. control,,,1,,,F5,"morbidity because fatty acid concentration of cells, not consequence of change in abundance",,,,,
1922,,PP to abund biomass,host abundance,E. huxleyi concentration,,,1,0,infected vs. control,,,,,,F1,not double-counting density as biomass,,,,,
1924,1,PP to abund biomass,community biomass,diptera biomass,,,0,1,cattle treatment,,,,,,F1,exclude and change to host taxa,1,,,,
1924,1,abund biomass to ecosystem fxn,secondary production,diptera biomass,,,,,cattle treatment,,,1,,,F1,,1,,,,
1924,2,PP to abund biomass,community,diptera biomass emerging from dung,,,0,1,cattle treatment,,,,,,40,,1,,,,
1924,2,abund biomass to ecosystem fxn,secondary production,diptera biomass emerging from dung,,,,,cattle treatment,,,,1,,40,,1,,,,
1924,3,PP to abund biomass,community,Scarabaeidae biomass emerging from dung,,,0,1,cattle treatment,,,,,,,,1,,,,
1924,3,abund biomass to ecosystem fxn,secondary production,Scarabaeidae biomass emerging from dung,,,,,cattle treatment,,,,,,,,,,,,
1924,4,abund biomass to ecosystem fxn,secondary production,community biomass in cores under pats,,,,,cattle treatment,,,,1,,F3,,,,,,
1924,4,PP to abund biomass,community,community biomass in cores under pats,,,0,1,cattle treatment,,,,,,,,,,,,
1924,5,PP to abund biomass,community,insect biomass emerging from dung,,,0,1,cattle treatment,,,,,,F2,,,,,,
1924,5,abund biomass to ecosystem fxn,secondary production,insect biomass emerging from dung,,,,,cattle treatment,,,,1,,F2,,,,,,
1924,,PP to abund biomass,community,community structure of insects attracted to dung,,,0,1,cattle treatment,,,,,,39,,,,,,
1924,,PP to abund biomass,community,community composition of insects attracted to dung,,,0,1,cattle treatment,,,,,,39,,,,,,
1924,,PP to abund biomass,community,diversity of insects attracted to dung,,,0,1,cattle treatment,,,,,,39,,,,,,
1924,,PP to abund biomass,community,community structure of insects emerging from dung,,,0,1,cattle treatment,,,,,,,,,,,,
1924,,PP to abund biomass,community,community composition of insects emerging from dung,,,0,1,cattle treatment,,,,,,,,,,,,
1924,,PP to abund biomass,community,diptera abundance emerging from dung,,,0,1,cattle treatment,,,,,,40,,1,,,,
1924,,PP to abund biomass,community,Scarabaeidae abundance emerging from dung,,,0,1,cattle treatment,,,,,,40,,1,,,,
1924,,PP to abund biomass,community,Scarabaeidae larval abundance emerging from dung,,,0,1,cattle treatment,,,,,,,,1,,,,
1924,,PP to abund biomass,community,community abundance in cores under pats,,,0,1,cattle treatment,,,,,,,,,,,,
1924,,abiotic or biotic,biotic,community taxa,,,,,cattle treatment,0,,,,,,,,,,,
1924,,PP to abund biomass,community,insect abundance emerging from dung,,,0,1,cattle treatment,,,,,,F2,,,,,,
1924,,abund biomass to ecosystem fxn,biogeochemical cycles,decomposition rate,,1,,,cattle treatment,,1,,,,,,,,,unknown to ecosystem fxn; no keep as is because they demonstrated abund effects,
1924,,abund biomass to ecosystem fxn,biogeochemical cycles,dung biomass removed,,1,,,cattle treatment,,1,,,,,,,,,,
1953,1,PP to abund biomass,host biomass,mean aboveground biomass,,,1,0,infected vs. control,,,,,,597,,,,,,
1953,1,abund biomass to ecosystem fxn,primary production,mean aboveground biomass,,,,,infected vs. control,,,,1,,597,,,,,,
1953,2,PP to abund biomass,host biomass,point counts (biomass estimate),,,1,0,infected vs. control,,,,,,T2,,,,,,
1953,2,abund biomass to ecosystem fxn,primary production,point counts (biomass estimate),,,,,infected vs. control,,,,1,,T2,,,,,,
1953,,abiotic or biotic,biotic,host resistant vs. susceptible seeds,,,,,,0,,,,,F1,,,,,,
1953,,abiotic or biotic,both,disturbance,,,,,,0,,,,,,,,,,,
1953,,PP to morbidity,host phenotype,seed mass / total mass (reproductive allocation),,,1,0,,,,,,,F3,,,,,,
1953,,abiotic or biotic,both,site,,,,,,0,,,,,,,,,,,
1953,,PP to host infection prevalence / intensity,infection prevalence,disease incidence,,,,,,,,,,,,,,,,,
1984,1,PP to abund biomass,community biomass,chlorophyll a concentration,,,,1,infection prevalence,,,,,,F1,"consider this abund/biomass because that's what described, even if it originated in behavioral effect",,,,,
1984,1,abund biomass to ecosystem fxn,primary production,chlorophyll a concentration,,,,,infection prevalence,,,1,,,F1,,1 (duplicate),,,,
1984,2,PP to abund biomass,community biomass,periphyton AFDM,,,,1,infection prevalence,,,,,,F1,,,,,,
1984,2,abund biomass to ecosystem fxn,primary production,periphyton AFDM,,,,,infection prevalence,,,1,,,F1,,1,,,,
1984,3,PP to abund biomass,community biomass,periphyton standing crop,,,,1,infection prevalence,,,,,,325,,,,,,
1984,3,abund biomass to ecosystem fxn,primary production,periphyton standing crop,,,,,infection prevalence,,,1,,,325,,,,,,
1984,4,PP to abund biomass,community composition,relative abundance by biovolume of periphytic taxa,,,0,1,infection prevalence,,,,,,F2,,,,,,
1984,,PP to host infection prevalence / intensity,infection prevalence,infection rate,,,,,,,,,,,325,,,,,,
1984,,PP to morbidity,host phenotype,egesta production rate (proxy for grazing),,,1,0,infected vs. uninfected,,,,,,325,,,,,,
1987,,PP to ecosystem fxn,primary production,biomass,,,,,host absolute growth rate,,,,,,,,,,,,
1987,,abiotic or biotic,biotic,host taxa,,,,,,0,,,,,,,,,,,
1990,,PP to ecosystem fxn,secondary production,biomass density of parasite,,,,,year,,,,,,,,,,,,
1990,,PP to host infection prevalence / intensity,infection prevalence,parasite prevalence over time,,,,,year,,,,,,F4,,,,,,
1990,,PP to host infection prevalence / intensity,infection prevalence,proportion of community biomass infected,,,,,,,,,,,F5,,,,,,
1990,,abiotic or biotic,biotic,nitrate addition,,,,,,1,,,,,,,,,,,
1993,2,PP to abund biomass,community,bird guild incidence,,,0,1,,,,,,,,,,,,,
1993,2,abiotic or biotic,biotic,guild,,,,,,0,,,,,,,,,,,
1993,3,PP to ecosystem fxn,community,arthropod dry mass on foliage,,,0,1,Exocarpus vs. Acacia,,,,,,,,,,,,
1993,3,abund biomass to ecosystem fxn,secondary production,arthropod dry mass on foliage,,community biomass,,,Exocarpus vs. Acacia,,1,,1,,895,,,,should be direct PP --> ecosystem; no disagree now think shoul be secondary production,,
1993,,PP to abund biomass,community,bird species richness,,,0,1,,,,,,,p. 893,,,,,,
1993,,PP abundance,abundance,Exocarpus intercepts,,,,,,,,,,,T3,,,,,,
1993,,PP to abund biomass,community,arthropod abundance,,,0,1,Exocarpus vs. Acacia,,,,,,,,,,,,
1993,,PP to ecosystem fxn,primary production,fruit per branch,,,,,Exocarpus,,,,,,895,,,,,,
2001,,PP abundance,abundance,EhV abundance,,,,,time,,,,,,F3,,,,,,
2001,,abund biomass to ecosystem fxn,primary production,chlorophyll a concentration,,1,,,time,,1,,,,F5,"""Daily in situ chl a concentrations followed a
similar pattern to phytoplankton abundance""",,,,,
2001,,PP to abund biomass,host abundance,abundance of Emiliana huxleyi,,,1,0,time,,,,,,,,,,,,
2001,,PP to morbidity,host phenotype,maximum photochemical efficiency of PSII,,,1,0,time,,,,,,F6,,,,,,
2001,,PP to morbidity,host phenotype,maximum fluorescence,,,1,0,time,,,,,,F6,,,,,,
2001,,PP to morbidity,host phenotype,relative functional absorption cross-section of PSII,,,1,0,time,,,,,,F6,,,,,,
2001,,abund biomass to ecosystem fxn,biogeochemical cycles,phosphate,,1,,,,,1,,,,,,,,consider change to unknown,,
2001,,PP to abund biomass,community,phytoplankton community,,,0,1,,,,,,,"F2, 68",,,,,,
2001,,abund biomass to ecosystem fxn,biogeochemical cycles,nitrate,,1,,,,,1,,,,,,,,consider change to unknown,,
2001,,abund biomass to ecosystem fxn,biogeochemical cycles,N:P ratio,,1,,,,,1,,,,,,,,consider change to unknown,,
2008,,PP to host infection prevalence / intensity,infection prevalence,infection prevalence (%),,,,,,,,,,,F1,,,,,,
2008,,PP to abund biomass,host abundance,population density,,,1,0,,,,,,,F2,,,,,,
2008,,abund biomass to ecosystem fxn,primary production,resource decline (chlorophyll a over time),,1,,,host arrival order,,1,,,,,,,,,,
2008,,abiotic or biotic,biotic,host taxa arrival order,,,,,,0,,,,,,,,,,,
2008,,abiotic or biotic,biotic,host taxa,,,,,,0,,,,,,,,,,,
2012,1,PP to unknown,PP or host or community abundance/biomass or phenotype,O2,,,unknown,unknown,virulence (cyanobacterial mat vs. black band disease),,,,1,,T1,"hard to separate effects of PP directly from effects of host morbidity on ecosystem, so double-counting",,,,,
2012,1,unknown to ecosystem fxn,biogeochemical cycles,O2,,,,0,virulence (cyanobacterial mat vs. black band disease),,,,1,,T1,,,,,,
2012,1,morbidity to ecosystem fxn,biogeochemical cycles,O2,,,,,virulence (cyanobacterial mat vs. black band disease),,,,1,,T1,exclude because can't tell who is involved,1,,,,
2012,2,PP to unknown,PP or host or community abundance/biomass or phenotype,total sulfide,,,unknown,unknown,virulence (cyanobacterial mat vs. black band disease),,,,1,,F2,,,,,,
2012,2,unknown to ecosystem fxn,biogeochemical cycles,total sulfide,,,,,virulence (cyanobacterial mat vs. black band disease),,,,1,,F2,,,,,,
2012,2,morbidity to ecosystem fxn,biogeochemical cycles,total sulfide,,,,,virulence (cyanobacterial mat vs. black band disease),,,,1,,F2,,1,,,,
2012,3,PP to unknown,PP or host or community abundance/biomass or phenotype,H2S,,,unknown,unknown,virulence (cyanobacterial mat vs. black band disease),,,,1,,F3,,,,,,
2012,3,unknown to ecosystem fxn,biogeochemical cycles,H2S,,,,,virulence (cyanobacterial mat vs. black band disease),,,,1,,F3,,,,,,
2012,3,morbidity to ecosystem fxn,biogeochemical cycles,H2S,,,,,virulence (cyanobacterial mat vs. black band disease),,,,1,,F3,,1,,,,
2012,,abiotic or biotic,abiotic,light levels,,,,,,,,,,,,,,,,,
2012,,PP to host infection prevalence / intensity,infection intensity,mean migration speed,,,,,,,,,,,T3,,,,,,
2020,,PP to ecosystem fxn,biogeochemical cycles,d13C ectoparasite,,,0,0,fish host species,,,,,,T1,,,,,,
2020,,PP to ecosystem fxn,biogeochemical cycles,d15N ectoparasite,,,0,0,fish host species,,,,,,T1,,,,,,
2020,,PP to ecosystem fxn,biogeochemical cycles,d15C shrimp fed ectoparasite,,,0,0,,,,,,,T1,,,,,,
2020,,PP to ecosystem fxn,biogeochemical cycles,d13C shrimp fed ectoparasite,,,0,0,,,,,,,T1,,,,,,
2020,,abiotic or biotic,biotic,host taxa,,,0,0,,0,,,,,T1,,,,,,
2020,,abiotic or biotic,biotic,PP taxa,,,0,0,,0,,,,,T1,,,,,,
2020,,abiotic or biotic,biotic,fish [host] tissue,,,0,0,,0,,,,,T1,,,,,,
2020,,PP to ecosystem fxn,biogeochemical cycles,d13C discrimination factor between host resource and ectoparasites,,,0,0,,,,,,,T2,,,,,,
2020,,abiotic or biotic,biotic,PP life stage,,,0,0,,0,,,,,,,,,,,
2020,,PP to ecosystem fxn,biogeochemical cycles,d15N discrimination factor between host resource and ectoparasites,,,0,0,,,,,,,T2,,,,,,
