"","paper.ID","year","author","title","Pathogen.kingdom","pathogen.kingdom.notes","Host.kingdom","host.kingdom.notes","System","System.2","System.2.simplified","PP.to.ecosystem.fxn","PP.abundance","PP.morbidity","PP.to.host.infection.prevalence...intensity","PP.to.abund.biomass","PP.to.morbidity","PP.to.unknown","abund.biomass.to.ecosystem.fxn","morbidity.to.ecosystem.fxn","unknown.to.ecosystem.fxn","ecosystem.fxn.to.PP","abiotic.or.biotic","location","note.x","experimental..PP.manipulation.or.mimic...1..observational..2..both..3.","process.vs..standing.stock.vs..both","process.vs..standing.stock.notes","highest.observational.scale..species.vs..community.ecosystem..of.ecosystem.impact","type.of.manipulation.or.comparison","spatial.scale","coordinates.in.paper","date.processed","time.start","time.end","time.elapsed","date.quant.data","time.elapsed.1","digitizing.time","figures.digitized","note.on.quant","exclude","reason.for.excluding","measureID","pathway","measure.general","measure.specific....outcome.variable","data.to.use","regression.coefficient","regression.coefficient.SE","regression.or.correlation","percent","value","digitizable.or.raw.data.available","variable.greater.without.pathogen.parasite","direction","note.directionality.of.effect","test.statistic.bounded.below","percent.difference","P","F","df","groups","t","sample.size.total","sample.size.control","sample.size.infected","secondary_factor","secondary_factor_level","tertiary_factor","tertiary_factor_level","quaternary.factor","quaternary.factor.level","variance.measure","control.mean","control.variance","variance.not.reported","control.CI.lower","control.CI.upper","infected.mean","infected.variance","infected.CI.lower","infected.CI.upper","correlation.coefficient","R.squared","R.squared.se","U","digitized_data","predictor.variable","predictor.value","predictor.unit","outcome.unit...concat.w.measure.specific","morbid_or_abund_biomass_measure","effects.on.host","effects.on.community","ecosystem_process_mediate","have.not.added.double.counting","double.counted.effect.on.plants...photosynthesizers.as.ecosystem.effect","double.counted.effect.on.non.plant.hosts.as.ecosystem.effect","ecosystem.function.not.linked.to.morbidity.or.abund","location.in.paper","note.y","exclude.as.ecosystem.measure","include.as.ecosystem.measure","reason.for.inclusion.or.exclusion.as.ecosystem.measure","notes","confirm"
"450",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","N4/E1","",NA,"","",NA,NA,NA,NA,"8.59",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","58.63","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"451",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","E2","",NA,"","",NA,NA,NA,NA,"8.23",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","134.43","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"452",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","E3","",NA,"","",NA,NA,NA,NA,"0.79",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","15.66","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"453",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","E4","",NA,"","",NA,NA,NA,NA,"2.39",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","29.29","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"454",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","E4","",NA,"","",NA,NA,NA,NA,"4.51",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","82.36","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"455",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","E6","",NA,"","",NA,NA,NA,NA,"3.74",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","68.80","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"456",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","0","station","E7","",NA,"","",NA,NA,NA,NA,"5.47",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","85.51","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"457",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","N1","",NA,"","",NA,NA,NA,NA,"1.06",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","55.09","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"458",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","N2","",NA,"","",NA,NA,NA,NA,"3.62",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","168.65","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"459",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","N3","",NA,"","",NA,NA,NA,NA,"0.43",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","19.06","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"460",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","N4/E1","",NA,"","",NA,NA,NA,NA,"4.71",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","88.28","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"461",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","E2","",NA,"","",NA,NA,NA,NA,"3.77",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","164.89","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"462",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","E3","",NA,"","",NA,NA,NA,NA,"4.6",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","236.03","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"463",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","E4","",NA,"","",NA,NA,NA,NA,"0.36",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","15.13","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"464",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","E4","",NA,"","",NA,NA,NA,NA,"–",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","–","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"465",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","E6","",NA,"","",NA,NA,NA,NA,"1.32",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","15.68","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"466",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","200","station","E7","",NA,"","",NA,NA,NA,NA,"1.33",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","52.57","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"467",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","N1","",NA,"","",NA,NA,NA,NA,"0.26",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","39.72","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"468",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","N2","",NA,"","",NA,NA,NA,NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","78.17","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"469",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","N3","",NA,"","",NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","26.95","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"470",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","N4/E1","",NA,"","",NA,NA,NA,NA,"–",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","–","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"471",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","E2","",NA,"","",NA,NA,NA,NA,"0.66",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","109.91","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"472",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","E3","",NA,"","",NA,NA,NA,NA,"0.49",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","32.13","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"473",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","E4","",NA,"","",NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","22.89","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"474",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","E4","",NA,"","",NA,NA,NA,NA,"2.32",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","307.42","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"475",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","E6","",NA,"","",NA,NA,NA,NA,"1.15",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","181.35","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"476",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","1000","station","E7","",NA,"","",NA,NA,NA,NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","26.76","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"477",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","2000","station","N1","",NA,"","",NA,NA,NA,NA,"0.03",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","8.68","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
"478",1491,"","Li","Lytic viral infection of bacterioplankton in deep waters of the western   Pacific Ocean","virus","","bacteria","","aquatic","ocean","",0,1,NA,0,1,0,0,1,0,0,0,1,"western Pacific","assemblage = Synechococcus","2","process","process","assemblage","lab assays with environmental samples","bottles collected from 10 stations along 2 transects","1","8/3","16:48","17:09","0:21:00","10/2",24,NA,NA,"only gathered data on X --> ecosystem function, skipped PP --> X",NA,"","","abund biomass to ecosystem fxn","biogeochemical cycles","carbon released per day","effect and raw predictor",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"depth","2000","station","N2","",NA,"","",NA,NA,NA,NA,"0.51",NA,NA,NA,NA,NA,NA,NA,NA,"percentage of cells lysed","182.13","% day-1","ug L-1 day-1","","","",NA,NA,NA,NA,NA,"T4","biogeochemical cycles",NA,"","","",""
